model,selection_rule,seed,checkpoint_path,checkpoint_sha256,selected_epoch,benchmark_sha256,validation_samples,clean_accuracy,clean_macro_f1,clean_mae,clean_pearson,clean_selection_score,mean_missing_accuracy,mean_missing_macro_f1,mean_missing_mae,mean_missing_pearson,mean_missing_selection_score,robust_score
B0,CleanSelect,42,outputs/checkpoints/b0_weighted_ce_best_selection_score.pt,20231a1436f1908f9271f420d66d209bd9e4f5e0b4c7bb9757820fa0f7e6e80a,3,3dda8bcef01bb5eba005e4ac7b729cccec5c1943177066d7c82a15ad99205bff,728,0.6456043956043956,0.6039545367307048,0.6157719945985374,0.6367858176259785,0.7413307938454168,0.6420940170940171,0.6015899164195033,0.6182728791671949,0.6320436351784449,0.7391650678103859,0.7402479308279013
P2,CleanSelect,42,outputs/checkpoints/b5_pooling_p2_best_clean_score.pt,4a4ab039f3e239961bf68e7afea6a187932f00b14481a8bc757df61ac05644a0,20,3dda8bcef01bb5eba005e4ac7b729cccec5c1943177066d7c82a15ad99205bff,728,0.646978021978022,0.6240416686587537,0.6061171226786798,0.6471128722152464,0.7483891515744882,0.6377950752950753,0.615059956600873,0.6088147195166763,0.6410492237407538,0.7429776309617199,0.745683391268104
B0,CleanSelect,43,outputs/checkpoints/b21_b0_seed_43_best_selection_score.pt,cf51892f79f135faf5e38ff338363552b52aa68b5616c99ea6489ca73f52a3de,3,3dda8bcef01bb5eba005e4ac7b729cccec5c1943177066d7c82a15ad99205bff,728,0.6373626373626373,0.6159943192590218,0.5962484039130856,0.6405954286453764,0.7435699842397083,0.6312067562067561,0.609462676769822,0.5999901841556077,0.6360144104011203,0.7396695685378009,0.7416197763887546
P2,CleanSelect,43,outputs/checkpoints/b5_p2_multiseed_seed43_best_robust_score.pt,e4f814a5a986a37e217794a80fe5fb7e65c595b213844381076b63810b939e89,12,3dda8bcef01bb5eba005e4ac7b729cccec5c1943177066d7c82a15ad99205bff,728,0.6401098901098901,0.6270149857494879,0.5984302289978407,0.650119069743559,0.7481115098078792,0.6315628815628815,0.6175705251878253,0.6025446338500786,0.6442693681077565,0.7427109962907261,0.7454112530493027
B0,CleanSelect,44,outputs/checkpoints/b21_b0_seed_44_best_selection_score.pt,45d60973f3e1b0312fbc88e9f45cbe0a594b75288c59a27fbd781699aeeccc4a,4,3dda8bcef01bb5eba005e4ac7b729cccec5c1943177066d7c82a15ad99205bff,728,0.6373626373626373,0.6218423070928129,0.6118226447091489,0.6454045366394934,0.7449841929975847,0.6313593813593813,0.6166792001171479,0.615163282052423,0.639701933023733,0.7413405835782478,0.7431623882879163
P2,CleanSelect,44,outputs/checkpoints/b5_p2_multiseed_seed44_best_robust_score.pt,cbd486e03a44f86311c5a61896846e529ce4d91f53b8a47d31b645fd08ea5d81,1,3dda8bcef01bb5eba005e4ac7b729cccec5c1943177066d7c82a15ad99205bff,728,0.6373626373626373,0.6218423070928129,0.6109515474188131,0.6453798153243306,0.74501739855362,0.6307997557997558,0.6162619262370602,0.6143352196864197,0.6396791161456177,0.7411280092071388,0.7430727038803795
