model,seed,scenario_id,modalities,rho,location,sample_count,accuracy,macro_f1,mae,pearson,selection_score
MulT,42,text+vision_r0.3_middle,text+vision,0.3,middle,728,0.603021978022,0.52536184184,0.649279961618,0.603159711438,0.705437587161
MulT,42,text+vision_r0.3_late,text+vision,0.3,late,728,0.604395604396,0.501516343513,0.62338305497,0.618287286623,0.702789603848
MulT,42,audio+vision_r0.3_early,audio+vision,0.3,early,728,0.623626373626,0.572380874468,0.647546988543,0.641545038947,0.727213817369
MulT,42,audio+vision_r0.3_middle,audio+vision,0.3,middle,728,0.619505494505,0.568330323871,0.666860787387,0.639595751738,0.72412255742
MulT,42,audio+vision_r0.3_late,audio+vision,0.3,late,728,0.619505494505,0.561420028131,0.672389528126,0.640601706272,0.722290363605
MulT,43,text_r0.1_early,text,0.1,early,728,0.612637362637,0.605281137804,0.608932127797,0.619709088759,0.731571089214
MulT,43,text_r0.1_middle,text,0.1,middle,728,0.608516483516,0.597117180904,0.610319548005,0.619052473805,0.728359994164
MulT,43,text_r0.1_late,text,0.1,late,728,0.600274725275,0.593056161875,0.611327528258,0.621897594047,0.725597940699
MulT,43,text_r0.2_early,text,0.2,early,728,0.607142857143,0.600460557881,0.614412144236,0.613797602446,0.728025048052
MulT,43,text_r0.2_middle,text,0.2,middle,728,0.601648351648,0.588992860408,0.613365820619,0.615451127704,0.724034784785
MulT,43,text_r0.2_late,text,0.2,late,728,0.603021978022,0.595333245851,0.618476818183,0.613598339327,0.72551873096
MulT,43,text_r0.3_early,text,0.3,early,728,0.600274725275,0.594501223187,0.623669791537,0.601309584394,0.722871443851
MulT,43,text_r0.3_middle,text,0.3,middle,728,0.59478021978,0.581996501933,0.620351722495,0.611267967368,0.719754687912
MulT,43,text_r0.3_late,text,0.3,late,728,0.590659340659,0.582953960642,0.624004803066,0.61023361424,0.718682326978
MulT,43,text_r0.4_early,text,0.4,early,728,0.586538461538,0.580580682135,0.634438489236,0.591114597409,0.714234173543
MulT,43,text_r0.4_middle,text,0.4,middle,728,0.59478021978,0.581912839494,0.628560632979,0.605912901682,0.718722351155
MulT,43,text_r0.4_late,text,0.4,late,728,0.574175824176,0.566565934917,0.633813450635,0.604294897513,0.709313408186
MulT,43,text_r0.5_early,text,0.5,early,728,0.571428571429,0.56635292272,0.651067385552,0.57179976077,0.703792535902
MulT,43,text_r0.5_middle,text,0.5,middle,728,0.571428571429,0.560609953925,0.64408998702,0.590878565681,0.705032369256
MulT,43,text_r0.5_late,text,0.5,late,728,0.572802197802,0.564632602405,0.650101211311,0.583399246952,0.70519605545
MulT,43,audio_r0.1_early,audio,0.1,early,728,0.622252747253,0.611194015538,0.606593231046,0.624578531677,0.736159289197
MulT,43,audio_r0.1_middle,audio,0.1,middle,728,0.622252747253,0.610678501718,0.6076511442,0.624555853036,0.735983496197
MulT,43,audio_r0.1_late,audio,0.1,late,728,0.626373626374,0.613827116006,0.607368302235,0.624585575807,0.737816369978
MulT,43,audio_r0.2_early,audio,0.2,early,728,0.623626373626,0.613947985305,0.606634944534,0.623985655293,0.737115340622
MulT,43,audio_r0.2_middle,audio,0.2,middle,728,0.619505494505,0.60832451708,0.608156075225,0.62461075391,0.734694010667
MulT,43,audio_r0.2_late,audio,0.2,late,728,0.626373626374,0.614480485069,0.607372771856,0.625522601804,0.738096654259
MulT,43,audio_r0.3_early,audio,0.3,early,728,0.619505494505,0.610406934367,0.607430642327,0.623142741976,0.735061339868
MulT,43,audio_r0.3_middle,audio,0.3,middle,728,0.620879120879,0.610446298614,0.608878938364,0.624397728837,0.735511115213
MulT,43,audio_r0.3_late,audio,0.3,late,728,0.623626373626,0.611517372767,0.607765366548,0.626045172851,0.736718026265
MulT,43,audio_r0.4_early,audio,0.4,early,728,0.622252747253,0.614487992086,0.608872469694,0.622263581803,0.736598446323
MulT,43,audio_r0.4_middle,audio,0.4,middle,728,0.622252747253,0.61269866271,0.610048770951,0.623855877054,0.736301138333
MulT,43,audio_r0.4_late,audio,0.4,late,728,0.619505494505,0.608840096834,0.608012844604,0.626324024002,0.73504303231
MulT,43,audio_r0.5_early,audio,0.5,early,728,0.623626373626,0.615540191391,0.610429233503,0.621744010346,0.737075091152
MulT,43,audio_r0.5_middle,audio,0.5,middle,728,0.619505494505,0.611272827438,0.611488745507,0.623220427182,0.735118436154
MulT,43,audio_r0.5_late,audio,0.5,late,728,0.616758241758,0.606530634644,0.60927886655,0.625488415386,0.733621651584
MulT,43,vision_r0.1_early,vision,0.1,early,728,0.627747252747,0.61473973353,0.607836820272,0.62371242424,0.738259265421
MulT,43,vision_r0.1_middle,vision,0.1,middle,728,0.626373626374,0.612676285938,0.607479628483,0.623519074636,0.737390711221
MulT,43,vision_r0.1_late,vision,0.1,late,728,0.623626373626,0.610856579444,0.608626607161,0.623722058332,0.736226553594
MulT,43,vision_r0.2_early,vision,0.2,early,728,0.619505494505,0.608496846007,0.605839312962,0.624150646819,0.734776111274
MulT,43,vision_r0.2_middle,vision,0.2,middle,728,0.625,0.61243020466,0.607567031453,0.623907624193,0.737030711212
MulT,43,vision_r0.2_late,vision,0.2,late,728,0.620879120879,0.607917104926,0.609676755535,0.623871682448,0.73477981861
MulT,43,vision_r0.3_early,vision,0.3,early,728,0.614010989011,0.602022740267,0.604981362994,0.623775413428,0.731772802207
MulT,43,vision_r0.3_middle,vision,0.3,middle,728,0.620879120879,0.607759296718,0.607692090881,0.623711164631,0.734802996192
MulT,43,vision_r0.3_late,vision,0.3,late,728,0.618131868132,0.605305997244,0.610982054967,0.622589506265,0.733225569004
MulT,43,vision_r0.4_early,vision,0.4,early,728,0.615384615385,0.602743205868,0.604401394571,0.623678181657,0.73230833658
MulT,43,vision_r0.4_middle,vision,0.4,middle,728,0.612637362637,0.597745507468,0.60887811009,0.622157285688,0.729995456984
MulT,43,vision_r0.4_late,vision,0.4,late,728,0.612637362637,0.599367104991,0.612278271518,0.621833346769,0.730218690607
MulT,43,vision_r0.5_early,vision,0.5,early,728,0.615384615385,0.60307623335,0.605732927258,0.622892211415,0.732237866642
MulT,43,vision_r0.5_middle,vision,0.5,middle,728,0.612637362637,0.597976150456,0.609865323538,0.620999844297,0.729867303663
MulT,43,vision_r0.5_late,vision,0.5,late,728,0.607142857143,0.593432422929,0.613995703541,0.620431697371,0.727114627875
MulT,43,text+audio_r0.3_early,text+audio,0.3,early,728,0.589285714286,0.587836146356,0.624466869422,0.600086003224,0.718271762671
MulT,43,text+audio_r0.3_middle,text+audio,0.3,middle,728,0.582417582418,0.573605826334,0.622408934465,0.611870359962,0.71455594158
MulT,43,text+audio_r0.3_late,text+audio,0.3,late,728,0.601648351648,0.592857034259,0.623036644299,0.6115748073,0.72411333721
MulT,43,text+vision_r0.3_early,text+vision,0.3,early,728,0.604395604396,0.600976230596,0.62232666937,0.601777283305,0.725634841271
MulT,43,text+vision_r0.3_middle,text+vision,0.3,middle,728,0.593406593407,0.586096194691,0.622122763518,0.610470043169,0.720262670607
MulT,43,text+vision_r0.3_late,text+vision,0.3,late,728,0.589285714286,0.581959177327,0.626864146134,0.607301172152,0.71760453
MulT,43,audio+vision_r0.3_early,audio+vision,0.3,early,728,0.60989010989,0.602060975752,0.605316191308,0.622419532163,0.73056870496
MulT,43,audio+vision_r0.3_middle,audio+vision,0.3,middle,728,0.616758241758,0.605473272433,0.609851027332,0.624889758626,0.733258638904
MulT,43,audio+vision_r0.3_late,audio+vision,0.3,late,728,0.611263736264,0.599034414503,0.611168524964,0.624809529886,0.730210373721
MulT,44,text_r0.1_early,text,0.1,early,728,0.586538461538,0.583380509473,0.613227220168,0.638349106932,0.721722246946
MulT,44,text_r0.1_middle,text,0.1,middle,728,0.590659340659,0.586346861186,0.615711354341,0.634830639542,0.72295074064
MulT,44,text_r0.1_late,text,0.1,late,728,0.557692307692,0.56078154244,0.637980901572,0.622328497617,0.70582698717
MulT,44,text_r0.2_early,text,0.2,early,728,0.581043956044,0.57829550094,0.623401266978,0.628702304392,0.717447599504
MulT,44,text_r0.2_middle,text,0.2,middle,728,0.575549450549,0.572797333462,0.624855593489,0.626042769708,0.714306392488
MulT,44,text_r0.2_late,text,0.2,late,728,0.535714285714,0.540393408324,0.650319435941,0.609106900064,0.693068642853
MulT,44,text_r0.3_early,text,0.3,early,728,0.567307692308,0.564045802358,0.636644683318,0.615010073742,0.708187771079
MulT,44,text_r0.3_middle,text,0.3,middle,728,0.563186813187,0.56307810679,0.636512704273,0.615618175081,0.706997139201
MulT,44,text_r0.3_late,text,0.3,late,728,0.520604395604,0.527850466491,0.663561895646,0.596325338675,0.684005970539
MulT,44,text_r0.4_early,text,0.4,early,728,0.543956043956,0.541876316104,0.650662133718,0.600887806369,0.694458143573
MulT,44,text_r0.4_middle,text,0.4,middle,728,0.549450549451,0.551444901362,0.650971790169,0.603465084457,0.69853317367
MulT,44,text_r0.4_late,text,0.4,late,728,0.497252747253,0.505505210551,0.679609314452,0.575881512861,0.66935762379
MulT,44,text_r0.5_early,text,0.5,early,728,0.517857142857,0.517102726213,0.674843826835,0.571146657867,0.677014806716
MulT,44,text_r0.5_middle,text,0.5,middle,728,0.532967032967,0.536637594901,0.670870075614,0.579983077638,0.686946121855
MulT,44,text_r0.5_late,text,0.5,late,728,0.461538461538,0.469451563587,0.699310190991,0.541112432022,0.646248635659
MulT,44,audio_r0.1_early,audio,0.1,early,728,0.603021978022,0.597194690695,0.606141079258,0.642498713302,0.73011062804
MulT,44,audio_r0.1_middle,audio,0.1,middle,728,0.600274725275,0.595241863882,0.608254818706,0.64008209158,0.728545457957
MulT,44,audio_r0.1_late,audio,0.1,late,728,0.597527472527,0.591242393014,0.608002491715,0.641096939054,0.726996146612
MulT,44,audio_r0.2_early,audio,0.2,early,728,0.593406593407,0.58895870846,0.607073062407,0.641028426389,0.725425167832
MulT,44,audio_r0.2_middle,audio,0.2,middle,728,0.593406593407,0.589300888836,0.609310938908,0.63922731636,0.725192329318
MulT,44,audio_r0.2_late,audio,0.2,late,728,0.59478021978,0.590030899777,0.610322508242,0.638888527331,0.725633741295
MulT,44,audio_r0.3_early,audio,0.3,early,728,0.590659340659,0.588120401552,0.60787886505,0.639889022155,0.724352777278
MulT,44,audio_r0.3_middle,audio,0.3,middle,728,0.586538461538,0.582442453834,0.60946157164,0.639249409703,0.721757172904
MulT,44,audio_r0.3_late,audio,0.3,late,728,0.589285714286,0.584852337876,0.611147501787,0.638314568672,0.722859354883
MulT,44,audio_r0.4_early,audio,0.4,early,728,0.585164835165,0.583107286244,0.607993827073,0.640215181708,0.721761851938
MulT,44,audio_r0.4_middle,audio,0.4,middle,728,0.583791208791,0.581011633388,0.609295189624,0.639613368289,0.720765082013
MulT,44,audio_r0.4_late,audio,0.4,late,728,0.587912087912,0.584649636429,0.611418476177,0.638136251211,0.722431692646
MulT,44,audio_r0.5_early,audio,0.5,early,728,0.575549450549,0.574659225505,0.608489314214,0.639993678107,0.717197657351
MulT,44,audio_r0.5_middle,audio,0.5,middle,728,0.572802197802,0.571442769036,0.609359222474,0.639931961486,0.715662769292
MulT,44,audio_r0.5_late,audio,0.5,late,728,0.583791208791,0.582561826924,0.611517712456,0.637811492503,0.720834790806
MulT,44,vision_r0.1_early,vision,0.1,early,728,0.601648351648,0.595308028606,0.606580652089,0.643688498717,0.729425963566
MulT,44,vision_r0.1_middle,vision,0.1,middle,728,0.607142857143,0.597532385165,0.607595474467,0.644152464526,0.73137139054
MulT,44,vision_r0.1_late,vision,0.1,late,728,0.605769230769,0.597188244344,0.609020136545,0.641500672673,0.73055111384
MulT,44,vision_r0.2_early,vision,0.2,early,728,0.600274725275,0.594185328648,0.60649333488,0.645236464759,0.728999015956
MulT,44,vision_r0.2_middle,vision,0.2,middle,728,0.612637362637,0.602742243595,0.609619627965,0.644260304982,0.733976621849
MulT,44,vision_r0.2_late,vision,0.2,late,728,0.611263736264,0.59938609786,0.611468424296,0.642086053329,0.732445364185
MulT,44,vision_r0.3_early,vision,0.3,early,728,0.604395604396,0.599406007447,0.609076655424,0.643319141126,0.730987101625
MulT,44,vision_r0.3_middle,vision,0.3,middle,728,0.614010989011,0.603837762588,0.61376809784,0.642554645735,0.734207847873
MulT,44,vision_r0.3_late,vision,0.3,late,728,0.616758241758,0.603657365661,0.614342106509,0.64125190701,0.73466280246
MulT,44,vision_r0.4_early,vision,0.4,early,728,0.615384615385,0.608907091156,0.612804095686,0.641957089143,0.735784058791
MulT,44,vision_r0.4_middle,vision,0.4,middle,728,0.601648351648,0.590213815291,0.618073983254,0.639755394109,0.727181883363
MulT,44,vision_r0.4_late,vision,0.4,late,728,0.611263736264,0.596221290423,0.618632034166,0.639572235658,0.731041451372
MulT,44,vision_r0.5_early,vision,0.5,early,728,0.605769230769,0.597781409842,0.617692362463,0.639217648295,0.73005268442
MulT,44,vision_r0.5_middle,vision,0.5,middle,728,0.593406593407,0.579109150669,0.622394642921,0.635617055033,0.721647957776
MulT,44,vision_r0.5_late,vision,0.5,late,728,0.603021978022,0.585266606348,0.622673222409,0.636562461527,0.725697736183
MulT,44,text+audio_r0.3_early,text+audio,0.3,early,728,0.54532967033,0.549514186809,0.637650913756,0.612665632836,0.698725380316
MulT,44,text+audio_r0.3_middle,text+audio,0.3,middle,728,0.535714285714,0.542708883536,0.640399343286,0.61059733537,0.694247153264
MulT,44,text+audio_r0.3_late,text+audio,0.3,late,728,0.483516483516,0.492208735346,0.67144014681,0.583318935119,0.663869498822
MulT,44,text+vision_r0.3_early,text+vision,0.3,early,728,0.581043956044,0.581749962873,0.63278144137,0.61894525423,0.716700743117
MulT,44,text+vision_r0.3_middle,text+vision,0.3,middle,728,0.568681318681,0.563981640708,0.640932500562,0.623898051853,0.709447475472
MulT,44,text+vision_r0.3_late,text+vision,0.3,late,728,0.523351648352,0.526861630876,0.661682678896,0.606834361887,0.685837503422
MulT,44,audio+vision_r0.3_early,audio+vision,0.3,early,728,0.582417582418,0.580293836441,0.612190341761,0.639774199964,0.720141698803
MulT,44,audio+vision_r0.3_middle,audio+vision,0.3,middle,728,0.574175824176,0.567112128753,0.618111965298,0.638982993232,0.714440197166
MulT,44,audio+vision_r0.3_late,audio+vision,0.3,late,728,0.596153846154,0.588933097554,0.621382452087,0.635521264249,0.724820958454
MISA,42,text_r0.1_early,text,0.1,early,728,0.616758241758,0.599991375174,1.04348442765,0.631267506676,0.714617324749
MISA,42,text_r0.1_middle,text,0.1,middle,728,0.612637362637,0.600503167972,1.02066159043,0.627650416549,0.714213868453
MISA,42,text_r0.1_late,text,0.1,late,728,0.631868131868,0.614387297815,1.07870452864,0.63071388016,0.720457070414
MISA,42,text_r0.2_early,text,0.2,early,728,0.614010989011,0.597516248452,1.05248500941,0.625505062834,0.712216400161
MISA,42,text_r0.2_middle,text,0.2,middle,728,0.598901098901,0.589597308424,1.0153082229,0.620982638966,0.707442922414
MISA,42,text_r0.2_late,text,0.2,late,728,0.619505494505,0.600409586206,1.09315210624,0.626455416019,0.712737692753
MISA,42,text_r0.3_early,text,0.3,early,728,0.59478021978,0.58075827179,1.07049653332,0.607055055397,0.700162482595
MISA,42,text_r0.3_middle,text,0.3,middle,728,0.605769230769,0.596991236757,1.00876642653,0.614083365258,0.7104186031
MISA,42,text_r0.3_late,text,0.3,late,728,0.625,0.604627032913,1.0969475432,0.622864151683,0.714558629555
MISA,42,text_r0.4_early,text,0.4,early,728,0.593406593407,0.581845527448,1.07385538239,0.595270936251,0.698477922979
MISA,42,text_r0.4_middle,text,0.4,middle,728,0.607142857143,0.600083090985,0.993044269974,0.613110264959,0.712068425569
MISA,42,text_r0.4_late,text,0.4,late,728,0.618131868132,0.59871564433,1.08801673244,0.618254309129,0.711159636238
MISA,42,text_r0.5_early,text,0.5,early,728,0.57967032967,0.567407282354,1.07895676853,0.577409558631,0.688989065813
MISA,42,text_r0.5_middle,text,0.5,middle,728,0.603021978022,0.596926012659,0.99027614196,0.596400798054,0.708275591512
MISA,42,text_r0.5_late,text,0.5,late,728,0.59478021978,0.576626948949,1.09751421962,0.59589746103,0.69660921566
MISA,42,audio_r0.1_early,audio,0.1,early,728,0.620879120879,0.606459910305,1.02881300102,0.636154639209,0.718486879321
MISA,42,audio_r0.1_middle,audio,0.1,middle,728,0.620879120879,0.606459910305,1.02884304309,0.63615212967,0.718485313876
MISA,42,audio_r0.1_late,audio,0.1,late,728,0.620879120879,0.606459910305,1.02885587428,0.636150095011,0.718484524911
MISA,42,audio_r0.2_early,audio,0.2,early,728,0.620879120879,0.606459910305,1.02887304742,0.636154268663,0.71848433107
MISA,42,audio_r0.2_middle,audio,0.2,middle,728,0.620879120879,0.606459910305,1.02890570566,0.636150580354,0.718482509271
MISA,42,audio_r0.2_late,audio,0.2,late,728,0.620879120879,0.606459910305,1.02891007727,0.636147645395,0.718481960251
MISA,42,audio_r0.3_early,audio,0.3,early,728,0.620879120879,0.606459910305,1.02896609746,0.636151868671,0.718480153986
MISA,42,audio_r0.3_middle,audio,0.3,middle,728,0.620879120879,0.606459910305,1.02900382137,0.63614357226,0.718477545105
MISA,42,audio_r0.3_late,audio,0.3,late,728,0.620879120879,0.606459910305,1.02899413635,0.636142473392,0.718477811289
MISA,42,audio_r0.4_early,audio,0.4,early,728,0.620879120879,0.606459910305,1.02910007772,0.636148872816,0.718474196993
MISA,42,audio_r0.4_middle,audio,0.4,middle,728,0.620879120879,0.606459910305,1.02913890767,0.636141658694,0.718471677313
MISA,42,audio_r0.4_late,audio,0.4,late,728,0.620879120879,0.606459910305,1.02911771137,0.636137293687,0.718472014867
MISA,42,audio_r0.5_early,audio,0.5,early,728,0.620879120879,0.606459910305,1.02927432361,0.636141583198,0.718466025545
MISA,42,audio_r0.5_middle,audio,0.5,middle,728,0.620879120879,0.606459910305,1.02925889997,0.63614223979,0.718466750271
MISA,42,audio_r0.5_late,audio,0.5,late,728,0.620879120879,0.606459910305,1.02925525447,0.636135708739,0.718466085785
MISA,42,vision_r0.1_early,vision,0.1,early,728,0.623626373626,0.609733747369,1.02931849191,0.636828760709,0.720055354841
MISA,42,vision_r0.1_middle,vision,0.1,middle,728,0.620879120879,0.606100673631,1.03119614797,0.635942985971,0.718271315709
MISA,42,vision_r0.1_late,vision,0.1,late,728,0.623626373626,0.609312994181,1.02939107843,0.635951192798,0.719837446117
MISA,42,vision_r0.2_early,vision,0.2,early,728,0.623626373626,0.610073246286,1.03144010168,0.636400992581,0.719998358147
MISA,42,vision_r0.2_middle,vision,0.2,middle,728,0.623626373626,0.60896869651,1.03223723837,0.635675087878,0.719598268587
MISA,42,vision_r0.2_late,vision,0.2,late,728,0.622252747253,0.609128693041,1.02893240448,0.635680635044,0.719433255934
MISA,42,vision_r0.3_early,vision,0.3,early,728,0.619505494505,0.60596255891,1.03505805144,0.635474095263,0.717673856452
MISA,42,vision_r0.3_middle,vision,0.3,middle,728,0.623626373626,0.609546883123,1.03267486607,0.63543970149,0.719695157454
MISA,42,vision_r0.3_late,vision,0.3,late,728,0.623626373626,0.610884622366,1.02767884001,0.635054413192,0.72018959898
MISA,42,vision_r0.4_early,vision,0.4,early,728,0.622252747253,0.608692929776,1.03798224971,0.634414223559,0.718788936797
MISA,42,vision_r0.4_middle,vision,0.4,middle,728,0.623626373626,0.609702473485,1.03515907296,0.634581656816,0.71952329084
MISA,42,vision_r0.4_late,vision,0.4,late,728,0.623626373626,0.61036504102,1.02825058722,0.63444862876,0.719960157789
MISA,42,vision_r0.5_early,vision,0.5,early,728,0.623626373626,0.609776954373,1.04310335901,0.633579749515,0.71908566073
MISA,42,vision_r0.5_middle,vision,0.5,middle,728,0.625,0.610961976676,1.03720754379,0.633298746224,0.719935856456
MISA,42,vision_r0.5_late,vision,0.5,late,728,0.629120879121,0.615920733568,1.03140721228,0.633603820698,0.722485580248
MISA,42,text+audio_r0.3_early,text+audio,0.3,early,728,0.59478021978,0.58075827179,1.07066817423,0.607051396061,0.700154873474
MISA,42,text+audio_r0.3_middle,text+audio,0.3,middle,728,0.605769230769,0.596991236757,1.00897544992,0.614066503683,0.710407786095
MISA,42,text+audio_r0.3_late,text+audio,0.3,late,728,0.625,0.604627032913,1.09710494319,0.62285399378,0.714550801484
MISA,42,text+vision_r0.3_early,text+vision,0.3,early,728,0.596153846154,0.581658478669,1.0759836143,0.606347077203,0.70041381526
MISA,42,text+vision_r0.3_middle,text+vision,0.3,middle,728,0.604395604396,0.595058108622,1.01176528478,0.613238419086,0.709361343774
MISA,42,text+vision_r0.3_late,text+vision,0.3,late,728,0.625,0.604911532515,1.09492872041,0.621849732134,0.714587069629
MISA,42,audio+vision_r0.3_early,audio+vision,0.3,early,728,0.619505494505,0.60596255891,1.03523246379,0.635471248045,0.717666233368
MISA,42,audio+vision_r0.3_middle,audio+vision,0.3,middle,728,0.623626373626,0.609546883123,1.03292018443,0.635421734975,0.719682690041
MISA,42,audio+vision_r0.3_late,audio+vision,0.3,late,728,0.623626373626,0.610884622366,1.02787990746,0.635042531378,0.720179735943
MISA,43,text_r0.1_early,text,0.1,early,728,0.605769230769,0.593460630302,0.880780096852,0.623411919951,0.71603478456
MISA,43,text_r0.1_middle,text,0.1,middle,728,0.607142857143,0.596614500414,0.880186938348,0.620924267757,0.716880417094
MISA,43,text_r0.1_late,text,0.1,late,728,0.607142857143,0.59252030885,0.928140862523,0.624439349223,0.714298174213
MISA,43,text_r0.2_early,text,0.2,early,728,0.612637362637,0.600997156834,0.876164183312,0.620924655853,0.719517370878
MISA,43,text_r0.2_middle,text,0.2,middle,728,0.604395604396,0.59414665043,0.871379922395,0.614753832884,0.71517229605
MISA,43,text_r0.2_late,text,0.2,late,728,0.607142857143,0.591587424263,0.925270328186,0.62260599682,0.713955389613
MISA,43,text_r0.3_early,text,0.3,early,728,0.605769230769,0.596350767234,0.884058386031,0.606113803629,0.71445845887
MISA,43,text_r0.3_middle,text,0.3,middle,728,0.615384615385,0.607508730929,0.857735531845,0.61079718065,0.721334003666
MISA,43,text_r0.3_late,text,0.3,late,728,0.601648351648,0.585533453598,0.922398066184,0.620652628039,0.710943777059
MISA,43,text_r0.4_early,text,0.4,early,728,0.607142857143,0.597027531144,0.879797285668,0.597417741131,0.714061594477
MISA,43,text_r0.4_middle,text,0.4,middle,728,0.604395604396,0.598960587194,0.853865716867,0.608031072153,0.716265193714
MISA,43,text_r0.4_late,text,0.4,late,728,0.597527472527,0.580681993809,0.917259267168,0.620344844464,0.70887633601
MISA,43,text_r0.5_early,text,0.5,early,728,0.593406593407,0.585321271209,0.87532427363,0.582425431333,0.706013300336
MISA,43,text_r0.5_middle,text,0.5,middle,728,0.592032967033,0.587356175622,0.854073272286,0.589839221535,0.70799080201
MISA,43,text_r0.5_late,text,0.5,late,728,0.575549450549,0.558852918621,0.925190106254,0.604925947658,0.695666747989
MISA,43,audio_r0.1_early,audio,0.1,early,728,0.614010989011,0.602045870466,0.89058163735,0.625645774766,0.720112368492
MISA,43,audio_r0.1_middle,audio,0.1,middle,728,0.614010989011,0.602045870466,0.890892855102,0.625615100553,0.720095566809
MISA,43,audio_r0.1_late,audio,0.1,late,728,0.614010989011,0.602045870466,0.890574716651,0.625641923001,0.720112175384
MISA,43,audio_r0.2_early,audio,0.2,early,728,0.614010989011,0.602045870466,0.89068676148,0.625646130959,0.720108032844
MISA,43,audio_r0.2_middle,audio,0.2,middle,728,0.614010989011,0.602045870466,0.890900553117,0.625610186946,0.720094631858
MISA,43,audio_r0.2_late,audio,0.2,late,728,0.614010989011,0.602045870466,0.890580280638,0.625635810977,0.720111179548
MISA,43,audio_r0.3_early,audio,0.3,early,728,0.614010989011,0.602045870466,0.890861329812,0.625624249387,0.720098023967
MISA,43,audio_r0.3_middle,audio,0.3,middle,728,0.614010989011,0.602045870466,0.891046554203,0.625559402347,0.720082200404
MISA,43,audio_r0.3_late,audio,0.3,late,728,0.612637362637,0.600520283776,0.890642041366,0.62562209786,0.719382088779
MISA,43,audio_r0.4_early,audio,0.4,early,728,0.612637362637,0.600520283776,0.891021111095,0.625599999901,0.719363531962
MISA,43,audio_r0.4_middle,audio,0.4,middle,728,0.612637362637,0.600520283776,0.891399788338,0.625523251207,0.719338160157
MISA,43,audio_r0.4_late,audio,0.4,late,728,0.612637362637,0.600520283776,0.890823940127,0.625599948184,0.719371740954
MISA,43,audio_r0.5_early,audio,0.5,early,728,0.612637362637,0.600520283776,0.891700631637,0.625517811016,0.719324944995
MISA,43,audio_r0.5_middle,audio,0.5,middle,728,0.612637362637,0.600520283776,0.892031064579,0.625457570666,0.719303646912
MISA,43,audio_r0.5_late,audio,0.5,late,728,0.612637362637,0.600520283776,0.89156018021,0.625543958925,0.719334065627
MISA,43,vision_r0.1_early,vision,0.1,early,728,0.615384615385,0.603590091297,0.890155306199,0.626352714433,0.72094796155
MISA,43,vision_r0.1_middle,vision,0.1,middle,728,0.60989010989,0.59887547722,0.890363873336,0.626036529077,0.71834746819
MISA,43,vision_r0.1_late,vision,0.1,late,728,0.611263736264,0.599932721366,0.889121335706,0.625998605735,0.719002217803
MISA,43,vision_r0.2_early,vision,0.2,early,728,0.614010989011,0.602532528195,0.890111812252,0.626429998139,0.720351636892
MISA,43,vision_r0.2_middle,vision,0.2,middle,728,0.611263736264,0.599744922737,0.888745332904,0.626477015635,0.719030736167
MISA,43,vision_r0.2_late,vision,0.2,late,728,0.608516483516,0.597632992702,0.885244296311,0.6268095848,0.718003388142
MISA,43,vision_r0.3_early,vision,0.3,early,728,0.612637362637,0.601490353764,0.891073281268,0.625920994526,0.71964400003
MISA,43,vision_r0.3_middle,vision,0.3,middle,728,0.611263736264,0.599746040774,0.887232961609,0.626725979477,0.719125151627
MISA,43,vision_r0.3_late,vision,0.3,late,728,0.608516483516,0.597766899578,0.881423650709,0.627193749763,0.718244079048
MISA,43,vision_r0.4_early,vision,0.4,early,728,0.614010989011,0.603035005039,0.891084030225,0.625602025427,0.720333250431
MISA,43,vision_r0.4_middle,vision,0.4,middle,728,0.616758241758,0.60448810875,0.88654174866,0.626679358401,0.7217072679
MISA,43,vision_r0.4_late,vision,0.4,late,728,0.60989010989,0.598827982586,0.879347755021,0.627347901544,0.71895852102
MISA,43,vision_r0.5_early,vision,0.5,early,728,0.614010989011,0.602452858017,0.893367511942,0.625075248034,0.72002672143
MISA,43,vision_r0.5_middle,vision,0.5,middle,728,0.615384615385,0.603434922863,0.886652351772,0.625837549743,0.720990730289
MISA,43,vision_r0.5_late,vision,0.5,late,728,0.60989010989,0.600234383655,0.879903292954,0.62718162233,0.719266188971
MISA,43,text+audio_r0.3_early,text+audio,0.3,early,728,0.605769230769,0.596350767234,0.884330207201,0.606091605738,0.714444358252
MISA,43,text+audio_r0.3_middle,text+audio,0.3,middle,728,0.615384615385,0.607508730929,0.858231586041,0.610686703962,0.721299525155
MISA,43,text+audio_r0.3_late,text+audio,0.3,late,728,0.601648351648,0.585533453598,0.92247543465,0.620623044518,0.710936855433
MISA,43,text+vision_r0.3_early,text+vision,0.3,early,728,0.605769230769,0.596777724452,0.88328994827,0.606655469945,0.714664924704
MISA,43,text+vision_r0.3_middle,text+vision,0.3,middle,728,0.615384615385,0.606832275084,0.854340562976,0.611819864767,0.721434182256
MISA,43,text+vision_r0.3_late,text+vision,0.3,late,728,0.601648351648,0.587141234843,0.913440372089,0.621879555379,0.711872325541
MISA,43,audio+vision_r0.3_early,audio+vision,0.3,early,728,0.612637362637,0.601490353764,0.891373749469,0.625897214542,0.719628508024
MISA,43,audio+vision_r0.3_middle,audio+vision,0.3,middle,728,0.612637362637,0.600799775058,0.887800762599,0.626582066744,0.719690344325
MISA,43,audio+vision_r0.3_late,audio+vision,0.3,late,728,0.608516483516,0.597766899578,0.881505160889,0.627169844763,0.718237694665
