model,scenario_id,modalities,rho,location,sample_count,accuracy,macro_f1,mae,pearson,selection_score,delta_accuracy,delta_macro_f1,delta_mae,delta_pearson,delta_selection_score
B3-B0-Reconstruction,clean,none,0.0,clean,728,0.6181318681318682,0.6082050764205413,0.6244842149266093,0.6292533290454981,0.7342207266468477,0.0,0.0,0.0,0.0,0.0
B3-B0-Reconstruction,text_r0.1_early,text,0.1,early,728,0.6085164835164835,0.5984414072881815,0.6285027189303066,0.6249359358499542,0.7286688513936477,-0.009615384615384692,-0.00976366913235982,0.0040185040036972985,-0.004317393195543917,-0.0055518752532
B3-B0-Reconstruction,text_r0.1_middle,text,0.1,middle,728,0.6071428571428571,0.5965064102564103,0.6229944971727801,0.624207764515497,0.7279801833653881,-0.010989010989011061,-0.011698666164131066,-0.0014897177538292228,-0.0050455645300011565,-0.006240543281459621
B3-B0-Reconstruction,text_r0.1_late,text,0.1,late,728,0.6112637362637363,0.5980033353693385,0.626877682979454,0.6329242749262624,0.7303123988165742,-0.006868131868131844,-0.010201741051202862,0.0023934680528446828,0.0036709458807642203,-0.003908327830273506
B3-B0-Reconstruction,text_r0.2_early,text,0.2,early,728,0.6126373626373627,0.6009884864538803,0.6317184086387547,0.6220960120516934,0.7298468634193243,-0.005494505494505475,-0.00721658996666108,0.007234193712145398,-0.00715731699380473,-0.004373863227523422
B3-B0-Reconstruction,text_r0.2_middle,text,0.2,middle,728,0.6016483516483516,0.5930039093754237,0.6202955406189865,0.6218212264719181,0.7255450710391426,-0.016483516483516536,-0.015201167045117647,-0.0041886743076228194,-0.007432102573580068,-0.008675655607705113
B3-B0-Reconstruction,text_r0.2_late,text,0.2,late,728,0.6057692307692307,0.593481427403879,0.6255865827878262,0.633757457394374,0.7279662391014148,-0.01236263736263743,-0.014723649016662343,0.0011023678612168686,0.004504128348875813,-0.006254487545432896
B3-B0-Reconstruction,text_r0.3_early,text,0.3,early,728,0.5989010989010989,0.5878944954929218,0.6359055620352072,0.6118571652972568,0.7216849791758619,-0.019230769230769273,-0.020310580927619504,0.011421347108597879,-0.017396163748241378,-0.012535747470985736
B3-B0-Reconstruction,text_r0.3_middle,text,0.3,middle,728,0.603021978021978,0.597197683914993,0.615772664562318,0.6221490397111967,0.7271663510913791,-0.015109890109890167,-0.011007392505548386,-0.008711550364291276,-0.007104289334301406,-0.007054375555468617
B3-B0-Reconstruction,text_r0.3_late,text,0.3,late,728,0.6153846153846154,0.60380658436214,0.6246249890568983,0.6314930956623995,0.7327083956837848,-0.0027472527472527375,-0.004398492058401371,0.00014077413028901198,0.0022397666169013952,-0.0015123309630629134
B3-B0-Reconstruction,text_r0.4_early,text,0.4,early,728,0.5741758241758241,0.5640873894402626,0.6332086486496277,0.6070791482041886,0.7090670032358108,-0.04395604395604402,-0.044117686980278736,0.008724433723018343,-0.02217418084130951,-0.025153723411036832
B3-B0-Reconstruction,text_r0.4_middle,text,0.4,middle,728,0.592032967032967,0.5847660950102181,0.6100489107513247,0.6248945736860271,0.7218928826069112,-0.026098901098901117,-0.02343898141032319,-0.014435304175284602,-0.004358755359471056,-0.012327844039936475
B3-B0-Reconstruction,text_r0.4_late,text,0.4,late,728,0.6126373626373627,0.6031074605241677,0.621807296555694,0.6276670236349858,0.7314859463882686,-0.005494505494505475,-0.005097615896373586,-0.0026769183709153266,-0.001586305410512301,-0.002734780258579095
B3-B0-Reconstruction,text_r0.5_early,text,0.5,early,728,0.5741758241758241,0.5645119469608977,0.6387534955066148,0.5887216731816067,0.706647422952439,-0.04395604395604402,-0.043693129459643654,0.014269280580005428,-0.0405316558638914,-0.02757330369440869
B3-B0-Reconstruction,text_r0.5_middle,text,0.5,middle,728,0.5934065934065934,0.5876800717720788,0.6210054944340999,0.6087835786373617,0.7204943846895842,-0.02472527472527475,-0.02052500464846252,-0.003478720492509413,-0.020469750408136478,-0.013726341957263521
B3-B0-Reconstruction,text_r0.5_late,text,0.5,late,728,0.6057692307692307,0.5939240536011741,0.6290061947695174,0.6138148592701939,0.7254415870526456,-0.01236263736263743,-0.014281022819367273,0.0045219798429080305,-0.015438469775304275,-0.008779139594202068
B3-B0-Reconstruction,audio_r0.1_early,audio,0.1,early,728,0.6181318681318682,0.6082050764205413,0.6244818193653783,0.6292248839135121,0.7342172708204007,0.0,0.0,-2.395561231050003e-06,-2.8445131986076788e-05,-3.4558264470074818e-06
B3-B0-Reconstruction,audio_r0.1_middle,audio,0.1,middle,728,0.6167582417582418,0.6071175236422625,0.6245866444340529,0.6293401840286746,0.7336120208356249,-0.0013736263736263687,-0.0010875527782788774,0.00010242950744354662,8.685498317650975e-05,-0.0006087058112227428
B3-B0-Reconstruction,audio_r0.1_late,audio,0.1,late,728,0.6181318681318682,0.6082050764205413,0.6245545253955892,0.629219659375745,0.7342135883352543,0.0,0.0,7.031046897987281e-05,-3.366966975315577e-05,-7.1383115933798535e-06
B3-B0-Reconstruction,audio_r0.2_early,audio,0.2,early,728,0.6167582417582418,0.6071617796025967,0.6245346489301012,0.6292020928104439,0.7336079899027609,-0.0013736263736263687,-0.0010432968179446833,5.043400349191707e-05,-5.123623505420838e-05,-0.0006127367440867948
B3-B0-Reconstruction,audio_r0.2_middle,audio,0.2,middle,728,0.6167582417582418,0.6071175236422625,0.6245874039634325,0.6293940908259859,0.7336187275382313,-0.0013736263736263687,-0.0010875527782788774,0.00010318903682315916,0.00014076178048771926,-0.0006019991086163579
B3-B0-Reconstruction,audio_r0.2_late,audio,0.2,late,728,0.6181318681318682,0.6082507085699407,0.6246299063275148,0.6291696771041693,0.7342156077164936,0.0,4.56321493993439e-05,0.00014569140090547883,-8.365194132886611e-05,-5.118930354042206e-06
B3-B0-Reconstruction,audio_r0.3_early,audio,0.3,early,728,0.6167582417582418,0.6071617796025967,0.6246290438767563,0.6291572505036788,0.733598451491638,-0.0013736263736263687,-0.0010432968179446833,0.00014482895014700237,-9.607854181936659e-05,-0.0006222751552096284
B3-B0-Reconstruction,audio_r0.3_middle,audio,0.3,middle,728,0.6181318681318682,0.6086299722751086,0.6246328067014014,0.6294102109044155,0.7343403695189044,0.0,0.0004248958545672865,0.00014859177479209507,0.00015688185891737927,0.00011964287205668
B3-B0-Reconstruction,audio_r0.3_late,audio,0.3,late,728,0.6167582417582418,0.6071617796025967,0.6246863254397125,0.6291289990052964,0.7335925333225504,-0.0013736263736263687,-0.0010432968179446833,0.00020211051310314865,-0.00012433004020173666,-0.0006281933242973103
B3-B0-Reconstruction,audio_r0.4_early,audio,0.4,early,728,0.6181318681318682,0.6086761358844858,0.6247225872721973,0.6291669367002638,0.7343177602886133,0.0,0.0004710594639444343,0.00023837234558798936,-8.639234523433181e-05,9.703364176560925e-05
B3-B0-Reconstruction,audio_r0.4_middle,audio,0.4,middle,728,0.6181318681318682,0.6086299722751086,0.6246642529462966,0.6294283831977837,0.7343413307953714,0.0,0.0004248958545672865,0.0001800380196872453,0.00017505415228558086,0.00012060414852377299
B3-B0-Reconstruction,audio_r0.4_late,audio,0.4,late,728,0.6167582417582418,0.6071617796025967,0.6246106032752893,0.6292218732734728,0.7336072976962567,-0.0013736263736263687,-0.0010432968179446833,0.00012638834867995108,-3.145577202534611e-05,-0.0006134289505910218
B3-B0-Reconstruction,audio_r0.5_early,audio,0.5,early,728,0.6181318681318682,0.608871552293964,0.6248523743853873,0.6291557497168541,0.7343598082216737,0.0,0.0006664758734226117,0.0003681594587779946,-9.75793286440707e-05,0.00013908157482600547
B3-B0-Reconstruction,audio_r0.5_middle,audio,0.5,middle,728,0.6167582417582418,0.6071175236422625,0.6248007828246925,0.6293346319220381,0.7336024043893521,-0.0013736263736263687,-0.0010875527782788774,0.00031656789808320873,8.130287653995705e-05,-0.0006183222574955849
B3-B0-Reconstruction,audio_r0.5_late,audio,0.5,late,728,0.6167582417582418,0.6071617796025967,0.6247111739856857,0.629220453942984,0.733602929833679,-0.0013736263736263687,-0.0010432968179446833,0.00022695905907632596,-3.28751025141516e-05,-0.0006177968131686473
B3-B0-Reconstruction,vision_r0.1_early,vision,0.1,early,728,0.6236263736263736,0.6132316277759556,0.6248536778941423,0.6294220549455417,0.736856687306519,0.005494505494505475,0.005026551355414299,0.00036946296753292973,0.0001687259000435759,0.0026359606596713103
B3-B0-Reconstruction,vision_r0.1_middle,vision,0.1,middle,728,0.6181318681318682,0.6079710144927536,0.6257214109096062,0.6294084899966816,0.7341300564511737,0.0,-0.00023406192778774315,0.0012371959829968748,0.00015516095118350837,-9.067019567399193e-05
B3-B0-Reconstruction,vision_r0.1_late,vision,0.1,late,728,0.6153846153846154,0.6055592155000324,0.6251572759074906,0.6287936310552521,0.7327869417735897,-0.0027472527472527375,-0.002645860920508891,0.0006730609808812682,-0.00045969799024603297,-0.0014337848732579594
B3-B0-Reconstruction,vision_r0.2_early,vision,0.2,early,728,0.6208791208791209,0.6103413217138708,0.6263833739692447,0.6284915319563107,0.7352672448940681,0.0027472527472527375,0.002136245293329453,0.0018991590426353788,-0.0007617970891874437,0.0010465182472204626
B3-B0-Reconstruction,vision_r0.2_middle,vision,0.2,middle,728,0.6195054945054945,0.6080935326698039,0.6263948194222054,0.6294895989016452,0.7344861725139383,0.0013736263736263687,-0.00011154375073740841,0.0019106044955961021,0.00023626985614710883,0.0002654458670906523
B3-B0-Reconstruction,vision_r0.2_late,vision,0.2,late,728,0.6153846153846154,0.6057888241756587,0.6259200406506412,0.6285780106606339,0.7327856095288712,-0.0027472527472527375,-0.002416252244882622,0.0014358257240318917,-0.0006753183848642319,-0.0014351171179765032
B3-B0-Reconstruction,vision_r0.3_early,vision,0.3,early,728,0.6181318681318682,0.6074159685360488,0.6278707800729835,0.6274965888653667,0.7336627502721091,0.0,-0.0007891078844924904,0.003386565146374143,-0.0017567401801313887,-0.0005579763747385336
B3-B0-Reconstruction,vision_r0.3_middle,vision,0.3,middle,728,0.6181318681318682,0.606119270758886,0.6266957124705416,0.6298006545470843,0.7336755451881349,0.0,-0.0020858056616552823,0.0022114975439322393,0.0005473255015862044,-0.0005451814587127402
B3-B0-Reconstruction,vision_r0.3_late,vision,0.3,late,728,0.6167582417582418,0.6065476402679764,0.6265121417601112,0.628748760652639,0.7333153930147964,-0.0013736263736263687,-0.0016574361525649728,0.0020279268335018363,-0.0005045683928591727,-0.0009053336320512528
B3-B0-Reconstruction,vision_r0.4_early,vision,0.4,early,728,0.614010989010989,0.6018573168374317,0.6286477064150948,0.6269255842055851,0.7311391200538411,-0.004120879120879106,-0.0063477595831096245,0.0041634914884854934,-0.0023277448399130485,-0.0030816065930066028
B3-B0-Reconstruction,vision_r0.4_middle,vision,0.4,middle,728,0.6195054945054945,0.6066958808475494,0.6278651720526945,0.6298986637693307,0.7341266279738984,0.0013736263736263687,-0.0015091955729918949,0.0033809571260852156,0.0006453347238325469,-9.40986729492943e-05
B3-B0-Reconstruction,vision_r0.4_late,vision,0.4,late,728,0.6181318681318682,0.6073834487683488,0.6277623196480447,0.629366378809434,0.733892863257565,0.0,-0.0008216276521925137,0.0032781047214354153,0.00011304976393589072,-0.000327863389282701
B3-B0-Reconstruction,vision_r0.5_early,vision,0.5,early,728,0.6112637362637363,0.5978845060089317,0.6305772596407313,0.6267483748223429,0.7293565549359294,-0.006868131868131844,-0.010320570411609609,0.006093044714121976,-0.00250495422315522,-0.004864171710918241
B3-B0-Reconstruction,vision_r0.5_middle,vision,0.5,middle,728,0.6195054945054945,0.6056098940016946,0.6288606080349411,0.6297366363085628,0.7337934013305785,0.0013736263736263687,-0.0025951824188467087,0.004376393108331822,0.00048330726306466953,-0.00042732531626921144
B3-B0-Reconstruction,vision_r0.5_late,vision,0.5,late,728,0.625,0.6131361162368014,0.6295544263640684,0.629535019457485,0.7369944720595498,0.006868131868131844,0.0049310398162600855,0.005070211437459116,0.00028169041198689015,0.0027737454127021444
B3-B0-Reconstruction,text+audio_r0.3_early,text+audio,0.3,early,728,0.5961538461538461,0.5838386563114516,0.6409266426299627,0.6036587162437635,0.7187501883705465,-0.02197802197802201,-0.024366420109089737,0.016442427703353357,-0.025594612801734584,-0.015470538276301182
B3-B0-Reconstruction,text+audio_r0.3_middle,text+audio,0.3,middle,728,0.6043956043956044,0.5948192993494131,0.6174361310991366,0.621377381007452,0.7267493930997219,-0.013736263736263798,-0.013385777071128202,-0.007048083827472684,-0.007875948038046143,-0.0074713335471258135
B3-B0-Reconstruction,text+audio_r0.3_late,text+audio,0.3,late,728,0.6071428571428571,0.5923333867778312,0.6294701263502978,0.6220974628823964,0.7264033219092092,-0.010989010989011061,-0.01587168964271013,0.004985911423688427,-0.0071558661631017095,-0.007817404737638478
B3-B0-Reconstruction,text+vision_r0.3_early,text+vision,0.3,early,728,0.5989010989010989,0.5852511406420383,0.6391581122272207,0.6104118151000784,0.7207079487638265,-0.019230769230769273,-0.02295393577850302,0.014673897300611416,-0.018841513945419774,-0.013512777883021188
B3-B0-Reconstruction,text+vision_r0.3_middle,text+vision,0.3,middle,728,0.614010989010989,0.6061778915182402,0.6200715250407274,0.6211239393271195,0.7318513990048336,-0.004120879120879106,-0.002027184902301138,-0.0044126898858819485,-0.008129389718378621,-0.0023693276420140297
B3-B0-Reconstruction,text+vision_r0.3_late,text+vision,0.3,late,728,0.6208791208791209,0.6087569233331945,0.6280532051901241,0.6300898329839741,0.7350013566264871,0.0027472527472527375,0.0005518469126531977,0.0035689902635147597,0.0008365039384760076,0.0007806299796394578
B3-B0-Reconstruction,audio+vision_r0.3_early,audio+vision,0.3,early,728,0.6167582417582418,0.6060712473284443,0.6280699920646109,0.6267375713869662,0.7328799856923502,-0.0013736263736263687,-0.002133829092097028,0.003585777138001567,-0.0025157576585319585,-0.0013407409544974325
B3-B0-Reconstruction,audio+vision_r0.3_middle,audio+vision,0.3,middle,728,0.6167582417582418,0.605704187643244,0.6269625874011071,0.6291902070136279,0.7331409420853621,-0.0013736263736263687,-0.002500888777297372,0.002478372474497781,-6.312203187019971e-05,-0.0010797845614856083
