model,scenario_id,modalities,rho,location,sample_count,accuracy,macro_f1,mae,pearson,selection_score,delta_accuracy,delta_macro_f1,delta_mae,delta_pearson,delta_selection_score
B3.1-alpha0.25,audio_r0.3_early,audio,0.3,early,728,0.6346153846153846,0.6145846312909485,0.5977877055110594,0.6403617463143402,0.7424374012029151,0.004120879120879106,0.0046806379135130305,-2.2559580239556176e-05,0.00045420417403674307,0.0022580947628627612
B3.1-alpha0.25,audio_r0.3_middle,audio,0.3,middle,728,0.6318681318681318,0.6116577032985702,0.5983860737459918,0.6395695406027159,0.7408948982942654,0.0013736263736263687,0.0017537099211346607,0.0005758086546928665,-0.00033800153758756224,0.0007155918542129935
B3.1-alpha0.25,audio_r0.3_late,audio,0.3,late,728,0.6318681318681318,0.6109842385204703,0.5982914662326348,0.6394640288320573,0.7407172851081312,0.0013736263736263687,0.0010802451430348414,0.0004812011413358741,-0.0004435133082461018,0.000537978668078809
B3.1-alpha0.25,audio_r0.4_early,audio,0.4,early,728,0.6346153846153846,0.6145846312909485,0.5980281922045153,0.640220224821393,0.7424096907374026,0.004120879120879106,0.0046806379135130305,0.00021792711321633185,0.0003126826810895267,0.0022303842973502297
B3.1-alpha0.25,audio_r0.4_middle,audio,0.4,middle,728,0.6304945054945055,0.6102370914683654,0.5985215449715954,0.6394315418265665,0.7401734442618888,0.0,0.0003330980909298509,0.0007112798802964004,-0.0004760003137369573,-5.8621781635626036e-06
B3.1-alpha0.25,audio_r0.4_late,audio,0.4,late,728,0.6304945054945055,0.6099039933774355,0.5983070905606908,0.6394547887589496,0.7401020112061585,0.0,0.0,0.0004968254693917817,-0.00045275338135386534,-7.729523389388149e-05
B3.1-alpha0.25,audio_r0.5_early,audio,0.5,early,728,0.6346153846153846,0.6145846312909485,0.5985508808344193,0.6399247789519124,0.7423509813108049,0.004120879120879106,0.0046806379135130305,0.0007406157431203431,1.7236811608922764e-05,0.002171674870752538
B3.1-alpha0.25,audio_r0.5_middle,audio,0.5,middle,728,0.6318681318681318,0.611981810942485,0.5988033927444901,0.6392213283780352,0.7409150103855549,0.0013736263736263687,0.0020778175650495445,0.0009931276531911504,-0.0006862137622681841,0.0007357039455024861
B3.1-alpha0.25,audio_r0.5_late,audio,0.5,late,728,0.6304945054945055,0.6099039933774355,0.598607719707006,0.6391498452411928,0.740051367052009,0.0,0.0,0.0007974546157070161,-0.0007576968991106492,-0.00012793938804334104
B3.1-alpha0.25,vision_r0.1_early,vision,0.1,early,728,0.6277472527472527,0.6066286862180582,0.5982100917538117,0.6400320719516426,0.7386725732455408,-0.0027472527472527375,-0.0032753071593772942,0.0003998266625127034,0.00012452981133914687,-0.0015067331945115559
