model,scenario_id,modalities,rho,location,sample_count,accuracy,macro_f1,mae,pearson,selection_score,delta_accuracy,delta_macro_f1,delta_mae,delta_pearson,delta_selection_score
B3.1-alpha0.25,audio+vision_r0.3_middle,audio+vision,0.3,middle,728,0.6291208791208791,0.6091104339682157,0.5980418208566914,0.640873959305637,0.7397486639831161,-0.0013736263736263687,-0.0007935594092197684,0.00023155576539246603,0.0009664171653335218,-0.0004306424569362477
B3.1-alpha0.25,audio+vision_r0.3_late,audio+vision,0.3,late,728,0.6304945054945055,0.6118990556363951,0.5971832078226565,0.6397327437198579,0.74068234958843,0.0,0.0019950622589596234,-0.0006270572686424281,-0.00017479842044554328,0.0005030431483776798
B3.1-alpha0.5,clean,none,0.0,clean,728,0.6277472527472527,0.6080326033868465,0.5985782255807502,0.6394899765474976,0.738940451702764,0.0,0.0,0.0,0.0,0.0
B3.1-alpha0.5,text_r0.1_early,text,0.1,early,728,0.6277472527472527,0.6065318876378784,0.5974101647683471,0.6387180049526089,0.7385174455166778,0.0,-0.001500715748968151,-0.001168060812403171,-0.0007719715948887318,-0.00042300618608626106
B3.1-alpha0.5,text_r0.1_middle,text,0.1,middle,728,0.6277472527472527,0.6106319410912603,0.5994583872801901,0.6340288199350413,0.7388709681481671,0.0,0.0025993377044137844,0.0008801616994398298,-0.005461156612456275,-6.948355459690525e-05
B3.1-alpha0.5,text_r0.1_late,text,0.1,late,728,0.6332417582417582,0.6112480350997676,0.6037288713627137,0.6366248923226385,0.7405451902355982,0.005494505494505475,0.0032154317129210463,0.005150645781963448,-0.0028650842248590935,0.0016047385328341601
B3.1-alpha0.5,text_r0.2_early,text,0.2,early,728,0.6236263736263736,0.6020915230605469,0.6013566659057288,0.6348371038726071,0.735727584409734,-0.004120879120879106,-0.005941080326299586,0.002778440324978537,-0.0046528726748905624,-0.003212867293030053
B3.1-alpha0.5,text_r0.2_middle,text,0.2,middle,728,0.625,0.6083761814912497,0.5992749130742235,0.6339947632753186,0.7376236027374679,-0.0027472527472527375,0.00034357810440321934,0.0006966874934732914,-0.005495213272179056,-0.001316848965296158
B3.1-alpha0.5,text_r0.2_late,text,0.2,late,728,0.6263736263736264,0.6003458578161811,0.6082017483844698,0.6327226814139938,0.7354284667081815,-0.0013736263736263687,-0.007686745570665399,0.009623522803719586,-0.006767295133503826,-0.0035119849945824955
B3.1-alpha0.5,text_r0.3_early,text,0.3,early,728,0.6222527472527473,0.6023525377491384,0.6072109082949112,0.6256312256030495,0.7340547699385647,-0.005494505494505475,-0.005680065637708065,0.008632682714160955,-0.013858750944448106,-0.0048856817641993455
B3.1-alpha0.5,text_r0.3_middle,text,0.3,middle,728,0.6304945054945055,0.6171718754219578,0.5976279475572672,0.6326146167103383,0.7410922578363554,0.0027472527472527375,0.009139272035111334,-0.0009502780234830199,-0.006875359837159367,0.0021518061335913385
B3.1-alpha0.5,text_r0.3_late,text,0.3,late,728,0.625,0.5973768331929415,0.6102681537363474,0.6299938509205084,0.7339155999242843,-0.0027472527472527375,-0.010655770193904956,0.011689928155597107,-0.009496125626989205,-0.0050248517784796665
B3.1-alpha0.5,text_r0.4_early,text,0.4,early,728,0.625,0.6050582445920064,0.6094865209811909,0.6206591976571364,0.7347016891475939,-0.0027472527472527375,-0.002974358794840093,0.010908295400440693,-0.01883077889036122,-0.004238762555170084
B3.1-alpha0.5,text_r0.4_middle,text,0.4,middle,728,0.6181318681318682,0.6059777242120015,0.5935974606046719,0.6326336089438508,0.735373371678754,-0.009615384615384581,-0.002054879174845037,-0.004980764976078356,-0.006856367603646829,-0.003567080024009961
B3.1-alpha0.5,text_r0.4_late,text,0.4,late,728,0.614010989010989,0.5862271198456934,0.6134644645051315,0.6260307584061812,0.7277523526605627,-0.013736263736263687,-0.02180548354115308,0.014886238924381234,-0.013459218141316454,-0.011188099042201305
B3.1-alpha0.5,text_r0.5_early,text,0.5,early,728,0.6153846153846154,0.5980250572010871,0.6196097861566059,0.6021498238013426,0.7278040716984016,-0.012362637362637319,-0.010007546185759386,0.021031560575855646,-0.037340152746154986,-0.011136380004362456
B3.1-alpha0.5,text_r0.5_middle,text,0.5,middle,728,0.6112637362637363,0.6017823184096486,0.6002030421693164,0.6239176748730176,0.7312427629370852,-0.016483516483516425,-0.0062502849771979285,0.0016248165885661692,-0.015572301674479982,-0.0076976887656787785
B3.1-alpha0.5,text_r0.5_late,text,0.5,late,728,0.6112637362637363,0.5879897397814736,0.6185742690698705,0.6170495864353606,0.7261706394378113,-0.016483516483516425,-0.020042863605372885,0.019996043489120208,-0.022440390112137054,-0.012769812264952662
B3.1-alpha0.5,audio_r0.1_early,audio,0.1,early,728,0.6291208791208791,0.6097694070824414,0.5988884302326939,0.639922244507727,0.7397591675212671,0.0013736263736263687,0.001736803695594924,0.0003102046519436463,0.0004322679602293267,0.000818715818503124
B3.1-alpha0.5,audio_r0.1_middle,audio,0.1,middle,728,0.6277472527472527,0.6081395956042868,0.5991133720777765,0.6391256496479527,0.7388993611239716,0.0,0.00010699221744026044,0.0005351464970262398,-0.00036432689954490893,-4.109057879242428e-05
B3.1-alpha0.5,audio_r0.1_late,audio,0.1,late,728,0.6277472527472527,0.6080326033868465,0.5991735631947989,0.6388734780028624,0.7388385836507659,0.0,0.0,0.0005953376140486188,-0.0006164985446351912,-0.00010186805199807747
B3.1-alpha0.5,audio_r0.2_early,audio,0.2,early,728,0.6291208791208791,0.6101721401046233,0.5988812060453571,0.639931433879814,0.7398613004561292,0.0013736263736263687,0.00213953671777678,0.00030298046460686123,0.00044145733231637507,0.0009208487533651777
B3.1-alpha0.5,audio_r0.2_middle,audio,0.2,middle,728,0.6277472527472527,0.6081395956042868,0.5991779640009933,0.639055174722983,0.7388878604282163,0.0,0.00010699221744026044,0.0005997384202430789,-0.0004348018245146079,-5.259127454770862e-05
B3.1-alpha0.5,audio_r0.2_late,audio,0.2,late,728,0.6277472527472527,0.6083412452700379,0.5986576732094553,0.6393245291399796,0.7389936209297594,0.0,0.0003086418831913518,7.944762870504274e-05,-0.00016544740751800457,5.316922699538651e-05
B3.1-alpha0.5,audio_r0.3_early,audio,0.3,early,728,0.6291208791208791,0.6101721401046233,0.5987771870107851,0.639911311864605,0.7398631193306685,0.0013736263736263687,0.00213953671777678,0.00019896143003483857,0.00042133531710741856,0.0009226676279044943
B3.1-alpha0.5,audio_r0.3_middle,audio,0.3,middle,728,0.6277472527472527,0.6084466586547923,0.5992819776062618,0.6390550161043339,0.7389602724632921,0.0,0.00041405526794580094,0.0007037520255115393,-0.0004349604431637122,1.9820760528088677e-05
B3.1-alpha0.5,audio_r0.3_late,audio,0.3,late,728,0.6304945054945055,0.611451360708759,0.5991006986452982,0.6389023287049418,0.7403867285287131,0.0027472527472527375,0.0034187573219125467,0.0005224730645480014,-0.0005876478425558274,0.001446276825949111
B3.1-alpha0.5,audio_r0.4_early,audio,0.4,early,728,0.6291208791208791,0.6102795375151571,0.5990376372483897,0.6396958979631117,0.7398521898523818,0.0013736263736263687,0.0022469341283105626,0.0004594116676394089,0.00020592141561404098,0.0009117381496177579
B3.1-alpha0.5,audio_r0.4_middle,audio,0.4,middle,728,0.6263736263736264,0.6076625623783483,0.5993398820551542,0.6389238145369702,0.7384020289194836,-0.0013736263736263687,-0.0003700410084982453,0.00076165647440396,-0.0005661620105273935,-0.0005384227832804234
B3.1-alpha0.5,audio_r0.4_late,audio,0.4,late,728,0.6304945054945055,0.6115553944639402,0.5990917214990726,0.6389009672562428,0.7404129408341804,0.0027472527472527375,0.0035227910770937454,0.000513495918322393,-0.0005890092912548273,0.001472489131416399
B3.1-alpha0.5,audio_r0.5_early,audio,0.5,early,728,0.6291208791208791,0.6102795375151571,0.5995625002504132,0.6393216234744611,0.7397835362495495,0.0013736263736263687,0.0022469341283105626,0.000984274669662999,-0.00016835307303653124,0.0008430845467854997
B3.1-alpha0.5,audio_r0.5_middle,audio,0.5,middle,728,0.6263736263736264,0.6076625623783483,0.5995618888115571,0.6386632338954412,0.7383602060577756,-0.0013736263736263687,-0.0003700410084982453,0.000983663230806897,-0.0008267426520564003,-0.0005802456449883753
B3.1-alpha0.5,audio_r0.5_late,audio,0.5,late,728,0.6291208791208791,0.6107650797176843,0.599369664011257,0.6385000606360732,0.739810261288681,0.0013736263736263687,0.002732476330837841,0.0007914384305067745,-0.0009899159114243883,0.0008698095859169808
B3.1-alpha0.5,vision_r0.1_early,vision,0.1,early,728,0.6291208791208791,0.6097694070824414,0.5990376795161065,0.6395490920508772,0.7397063047440187,0.0013736263736263687,0.001736803695594924,0.000459453935356291,5.911550337955873e-05,0.0007658530412546494
B3.1-alpha0.5,vision_r0.1_middle,vision,0.1,middle,728,0.6277472527472527,0.6076766271531944,0.5987021393388264,0.6395702164886422,0.738856324563741,0.0,-0.00035597623365213327,0.00012391375807618843,8.023994114458866e-05,-8.412713902306024e-05
B3.1-alpha0.5,vision_r0.1_late,vision,0.1,late,728,0.6277472527472527,0.6081395956042868,0.5988289517360729,0.6393387769479176,0.7389378528840382,0.0,0.00010699221744026044,0.00025072615532262255,-0.00015119959957998752,-2.5988187257741657e-06
B3.1-alpha0.5,vision_r0.2_early,vision,0.2,early,728,0.6291208791208791,0.6107762780836521,0.6000645705242897,0.6388247166064955,0.7398246884384326,0.0013736263736263687,0.002743674696805587,0.001486344943539497,-0.0006652599410020832,0.0008842367356686198
B3.1-alpha0.5,vision_r0.2_middle,vision,0.2,middle,728,0.6332417582417582,0.6135818350179455,0.5994035566768067,0.6393157737600489,0.741645221840065,0.005494505494505475,0.005549231631098994,0.0008253310960564253,-0.00017420278744872952,0.0027047701373009714
B3.1-alpha0.5,vision_r0.2_late,vision,0.2,late,728,0.6291208791208791,0.6092152422779111,0.5990432947311182,0.6391279396240543,0.7395148855222411,0.0013736263736263687,0.0011826388910646246,0.00046506915036792495,-0.0003620369234432763,0.0005744338194770826
B3.1-alpha0.5,vision_r0.3_early,vision,0.3,early,728,0.6291208791208791,0.6108320486878361,0.6024651680612466,0.636964723967382,0.7395061071122163,0.0013736263736263687,0.0027994453009896336,0.0038869424804963693,-0.0025252525801156,0.0005656554094523036
B3.1-alpha0.5,vision_r0.3_middle,vision,0.3,middle,728,0.6291208791208791,0.6094743858637721,0.6004242480190082,0.6385960677949601,0.7394556477197409,0.0013736263736263687,0.0014417824769256127,0.0018460224382579327,-0.0008939087525374756,0.0005151960169769154
B3.1-alpha0.5,vision_r0.3_late,vision,0.3,late,728,0.6332417582417582,0.6148761054198407,0.5994711900027571,0.638467390402038,0.7418599234655396,0.005494505494505475,0.00684350203299422,0.0008929644220068145,-0.0010225861454595808,0.0029194717627756273
B3.1-alpha0.5,vision_r0.4_early,vision,0.4,early,728,0.6318681318681318,0.6138363165201546,0.6050607687742501,0.6353439354166713,0.7406332386585617,0.004120879120879106,0.005803713133308075,0.0064825431934998345,-0.0041460411308262834,0.001692786955797665
B3.1-alpha0.5,vision_r0.4_middle,vision,0.4,middle,728,0.6291208791208791,0.6108891642617337,0.6024786955523458,0.6375690199167718,0.739595359353902,0.0013736263736263687,0.0028565608748871707,0.0039004699715955438,-0.0019209566307257786,0.0006549076511379592
B3.1-alpha0.5,vision_r0.4_late,vision,0.4,late,728,0.635989010989011,0.6180571886786576,0.6001592574610406,0.6377237652189874,0.7432203848417471,0.008241758241758212,0.01002458529181105,0.0015810318802903511,-0.001766211328510181,0.004279933138983116
B3.1-alpha0.5,vision_r0.5_early,vision,0.5,early,728,0.635989010989011,0.616571940832936,0.6074472842379831,0.6338348637716601,0.7420592924170284,0.008241758241758212,0.008539337446089479,0.008869058657232864,-0.005655112775837523,0.0031188407142643815
B3.1-alpha0.5,vision_r0.5_middle,vision,0.5,middle,728,0.6318681318681318,0.6127698600138449,0.6060356055437536,0.6348601477029685,0.7402655328690423,0.004120879120879106,0.004737256626998421,0.00745737996300333,-0.004629828844529116,0.0013250811662782747
B3.1-alpha0.5,vision_r0.5_late,vision,0.5,late,728,0.6318681318681318,0.6136028963563951,0.60124123947961,0.6367501075935648,0.7409098021936769,0.004120879120879106,0.005570292969548585,0.0026630138988597007,-0.002739868953932856,0.0019693504909128468
B3.1-alpha0.5,text+audio_r0.3_early,text+audio,0.3,early,728,0.625,0.6104899825084205,0.6083428961746804,0.6247683346743772,0.7366209167874571,-0.0027472527472527375,0.002457379121573955,0.009764670593930158,-0.014721641873120417,-0.002319534915306898
B3.1-alpha0.5,text+audio_r0.3_middle,text+audio,0.3,middle,728,0.6112637362637363,0.6036846308138255,0.5989348886606212,0.6284647254862932,0.7323395620943179,-0.016483516483516425,-0.004347972573020997,0.0003566630798709225,-0.011025251061204444,-0.00660088960844607
B3.1-alpha0.5,text+audio_r0.3_late,text+audio,0.3,late,728,0.6167582417582418,0.5963112330822775,0.610898980809437,0.6290839383804631,0.7314487368072944,-0.01098901098901095,-0.01172137030456899,0.012320755228686808,-0.01040603816703456,-0.0074917148954696255
B3.1-alpha0.5,text+vision_r0.3_early,text+vision,0.3,early,728,0.625,0.6047577326804089,0.6099661891706861,0.6236774153689599,0.7349838522091103,-0.0027472527472527375,-0.003274870706437616,0.011387963589935879,-0.015812561178537687,-0.003956599493653679
B3.1-alpha0.5,text+vision_r0.3_middle,text+vision,0.3,middle,728,0.6332417582417582,0.6201378595217527,0.5977572818788198,0.6312120654011328,0.7423398592044018,0.005494505494505475,0.012105256134906206,-0.0008209437019304211,-0.00827791114636478,0.003399407501637808
B3.1-alpha0.5,text+vision_r0.3_late,text+vision,0.3,late,728,0.6291208791208791,0.6032865934541397,0.6111443964610961,0.6285054285583581,0.7362006968610039,0.0013736263736263687,-0.004746009932706796,0.01256617088034584,-0.010984547989139504,-0.0027397548417601447
B3.1-alpha0.5,audio+vision_r0.3_early,audio+vision,0.3,early,728,0.6236263736263736,0.6109542897983281,0.5999129841022275,0.6381613070792156,0.7384189549034845,-0.004120879120879106,0.0029216864114816055,0.0013347585214772417,-0.0013286694682820288,-0.0005214967992794861
B3.1-alpha0.5,audio+vision_r0.3_middle,audio+vision,0.3,middle,728,0.6222527472527473,0.6079328201286303,0.5984926297851316,0.6401944436557057,0.7376335043945939,-0.005494505494505475,-9.978325821624612e-05,-8.559579561862041e-05,0.00070446710820804,-0.0013069473081701588
B3.1-alpha0.5,audio+vision_r0.3_late,audio+vision,0.3,late,728,0.6346153846153846,0.6189670538094175,0.5977004652965691,0.6387035237056253,0.7433293640153799,0.006868131868131844,0.010934450422571018,-0.0008777602841811838,-0.0007864528418722871,0.004388912312615845
B3.1-alpha0.75,clean,none,0.0,clean,728,0.6291208791208791,0.6115856247070582,0.598950076996666,0.6391419729395436,0.7401131193662329,0.0,0.0,0.0,0.0,0.0
B3.1-alpha0.75,text_r0.1_early,text,0.1,early,728,0.6263736263736264,0.6059255346688737,0.5971684728309021,0.6389948719844188,0.7380671295573897,-0.0027472527472527375,-0.005660090038184573,-0.0017816041657638948,-0.00014710095512471266,-0.002045989808843185
B3.1-alpha0.75,text_r0.1_middle,text,0.1,middle,728,0.6332417582417582,0.6172231416260956,0.5998813538136636,0.6335748591315489,0.7418180259495044,0.004120879120879106,0.005637516919037355,0.0009312768169975616,-0.005567113807994684,0.0017049065832714927
B3.1-alpha0.75,text_r0.1_late,text,0.1,late,728,0.6291208791208791,0.6076773696207574,0.6036967249321086,0.6362827192653662,0.7385808718880753,0.0,-0.0039082550863008825,0.0047466479354425495,-0.0028592536741773866,-0.0015322474781576112
B3.1-alpha0.75,text_r0.2_early,text,0.2,early,728,0.6236263736263736,0.6045402491276972,0.6012111102834672,0.6351075421524317,0.7363796355290939,-0.005494505494505475,-0.007045375579361024,0.0022610332868011618,-0.004034430787111853,-0.0037334838371390067
B3.1-alpha0.75,text_r0.2_middle,text,0.2,middle,728,0.6291208791208791,0.6136727661897686,0.5995328941454108,0.6333397534586377,0.739885343253933,0.0,0.0020871414827103862,0.000582817148744752,-0.005802219480905868,-0.00022777611229995998
B3.1-alpha0.75,text_r0.2_late,text,0.2,late,728,0.625,0.6012788594884807,0.6079581482745298,0.6323919697772791,0.7352871215828413,-0.004120879120879106,-0.01030676521857754,0.009008071277863738,-0.006750003162264484,-0.004825997783391656
B3.1-alpha0.75,text_r0.3_early,text,0.3,early,728,0.6208791208791209,0.601465125390359,0.6073707061778795,0.625734861251117,0.733495806466348,-0.008241758241758212,-0.010120499316699227,0.008420629181213446,-0.013407111688426565,-0.006617312899884875
B3.1-alpha0.75,text_r0.3_middle,text,0.3,middle,728,0.6318681318681318,0.619048539994611,0.5975071988887266,0.6319315146227369,0.7418244740064976,0.0027472527472527375,0.007462915287552718,-0.001442878107939416,-0.007210458316806667,0.0017113546402647284
B3.1-alpha0.75,text_r0.3_late,text,0.3,late,728,0.6236263736263736,0.5989944540405926,0.6103001218544994,0.6295118500561178,0.7339150164298188,-0.005494505494505475,-0.012591170666465645,0.011350044857833419,-0.009630122883425796,-0.006198102936414096
B3.1-alpha0.75,text_r0.4_early,text,0.4,early,728,0.6236263736263736,0.6045656784173811,0.6100778217570713,0.6206484365465237,0.7342091583393761,-0.005494505494505475,-0.00701994628967717,0.011127744760405234,-0.01849353639301987,-0.005903961026856863
B3.1-alpha0.75,text_r0.4_middle,text,0.4,middle,728,0.6236263736263736,0.6109986985533044,0.5943452877166507,0.6318810126060127,0.7378770076324772,-0.005494505494505475,-0.0005869261537538861,-0.004604789280015287,-0.007260960333530853,-0.002236111733755708
B3.1-alpha0.75,text_r0.4_late,text,0.4,late,728,0.6181318681318682,0.5927012039279048,0.6137623649018888,0.6255066103131903,0.7303231624331799,-0.01098901098901095,-0.01888442077915342,0.01481228790522282,-0.013635362626353231,-0.009789956933053068
B3.1-alpha0.75,text_r0.5_early,text,0.5,early,728,0.6181318681318682,0.6022595644322931,0.6189825080672873,0.6020323900783711,0.7295609690646997,-0.01098901098901095,-0.009326060274765124,0.02003243107062125,-0.037109582861172496,-0.010552150301533225
B3.1-alpha0.75,text_r0.5_middle,text,0.5,middle,728,0.6112637362637363,0.6000450500976914,0.600929203827016,0.6232167585579731,0.7306905745839779,-0.017857142857142794,-0.01154057460936686,0.001979126830349953,-0.015925214381570463,-0.009422544782255016
B3.1-alpha0.75,text_r0.5_late,text,0.5,late,728,0.6112637362637363,0.5893450249301123,0.6189077977899585,0.6158599672509633,0.7263468612969176,-0.017857142857142794,-0.022240599776945924,0.0199577207932925,-0.0232820056885803,-0.013766258069315307
B3.1-alpha0.75,audio_r0.1_early,audio,0.1,early,728,0.6304945054945055,0.6132860344098298,0.5993371974001382,0.6395963933246734,0.7409223009166622,0.0013736263736263687,0.0017004097027715215,0.00038712040347221865,0.00045442038512988336,0.0008091815504293054
B3.1-alpha0.75,audio_r0.1_middle,audio,0.1,middle,728,0.6291208791208791,0.6115856247070582,0.5994517468888272,0.638782175912347,0.74004724182566,0.0,0.0,0.0005016698921611606,-0.00035979702719657336,-6.587754057296724e-05
B3.1-alpha0.75,audio_r0.1_late,audio,0.1,late,728,0.6277472527472527,0.6101515225652819,0.5996268677607097,0.6384705090402096,0.739299054634797,-0.0013736263736263687,-0.0014341021417763056,0.0006767907640436999,-0.0006714638993339239,-0.0008140647314359706
B3.1-alpha0.75,audio_r0.2_early,audio,0.2,early,728,0.6304945054945055,0.6139963800761922,0.5993405962107028,0.6395473262178211,0.7410936123277894,0.0013736263736263687,0.0024107553691339323,0.00039051921403676637,0.00040535327827750933,0.000980492961556445
B3.1-alpha0.75,audio_r0.2_middle,audio,0.2,middle,728,0.6291208791208791,0.6115856247070582,0.5994114166657839,0.6387219449579563,0.7400413933823211,0.0,0.0,0.00046133966911787727,-0.0004200279815872454,-7.172598391180784e-05
B3.1-alpha0.75,audio_r0.2_late,audio,0.2,late,728,0.6277472527472527,0.6105618645705041,0.59892851913573,0.6389910290279859,0.7394958029939487,-0.0013736263736263687,-0.0010237601365541416,-2.1557860936050055e-05,-0.00015094391155767717,-0.0006173163722842379
B3.1-alpha0.75,audio_r0.3_early,audio,0.3,early,728,0.6277472527472527,0.6114741532309821,0.5992579909328085,0.6395078647309769,0.7397747516303971,-0.0013736263736263687,-0.0001114714760761526,0.00030791393614248985,0.00036589179143331485,-0.0003383677358358428
B3.1-alpha0.75,audio_r0.3_middle,audio,0.3,middle,728,0.6277472527472527,0.6107638888888888,0.5995388779083042,0.638719316336738,0.739486913371615,-0.0013736263736263687,-0.0008217358181694667,0.0005888009116381543,-0.00042265660280560446,-0.0006262059946179344
B3.1-alpha0.75,audio_r0.3_late,audio,0.3,late,728,0.6277472527472527,0.6105618645705041,0.5992887763019937,0.6385072439330559,0.7394203191418215,-0.0013736263736263687,-0.0010237601365541416,0.0003386993053277054,-0.0006347290064876443,-0.0006928002244114273
B3.1-alpha0.75,audio_r0.4_early,audio,0.4,early,728,0.6277472527472527,0.6113646740768414,0.5994483336632314,0.6392621594824219,0.7397087377386917,-0.0013736263736263687,-0.00022095063021687622,0.0004982566665653332,0.00012018654287837549,-0.0004043816275411949
B3.1-alpha0.75,audio_r0.4_middle,audio,0.4,middle,728,0.6277472527472527,0.6116057194721396,0.5995075961697723,0.6386051652147878,0.739684405532956,-0.0013736263736263687,2.0094765081357657e-05,0.0005575191731063134,-0.0005368077247557279,-0.0004287138332769169
B3.1-alpha0.75,audio_r0.4_late,audio,0.4,late,728,0.625,0.6083958408643612,0.5992561579569355,0.6384969022805543,0.7381920664196205,-0.004120879120879106,-0.0031897838426970804,0.0003060809602695169,-0.0006450706589892219,-0.0019210529466123782
B3.1-alpha0.75,audio_r0.5_early,audio,0.5,early,728,0.6263736263736264,0.6099273628210827,0.5999172369458272,0.638859470109634,0.738936129522972,-0.0027472527472527375,-0.0016582618859755094,0.0009671599491611893,-0.0002825028299096033,-0.0011769898432608672
B3.1-alpha0.75,audio_r0.5_middle,audio,0.5,middle,728,0.6277472527472527,0.6116057194721396,0.5996840559048476,0.6383212517206841,0.7396415638572316,-0.0013736263736263687,2.0094765081357657e-05,0.0007339789081816095,-0.0008207212188594548,-0.00047155550900135346
B3.1-alpha0.75,audio_r0.5_late,audio,0.5,late,728,0.6222527472527473,0.606469720755435,0.5994963241526141,0.6380897588157876,0.7369628233476602,-0.006868131868131844,-0.005115903951623202,0.0005462471559480875,-0.0010522141237560012,-0.0031502960185727513
B3.1-alpha0.75,vision_r0.1_early,vision,0.1,early,728,0.6318681318681318,0.6146841790544365,0.59943399662766,0.6391230780560584,0.7415520459614969,0.0027472527472527375,0.0030985543473782684,0.0004839196309939231,-1.8894883485165437e-05,0.0014389265952640118
B3.1-alpha0.75,vision_r0.1_middle,vision,0.1,middle,728,0.6332417582417582,0.6167016283904144,0.5992900072750482,0.6389662620796126,0.742386212448201,0.004120879120879106,0.005116003683356185,0.0003399302783821945,-0.00017571085993095537,0.0022730930819681028
B3.1-alpha0.75,vision_r0.1_late,vision,0.1,late,728,0.6304945054945055,0.6135490110958116,0.5992776324286812,0.6389252147512978,0.7409066296402965,0.0013736263736263687,0.0019633863887533742,0.00032755543201512527,-0.0002167581882457359,0.0007935102740636024
B3.1-alpha0.75,vision_r0.2_early,vision,0.2,early,728,0.6332417582417582,0.6168681037594808,0.6009382837411057,0.6381445083414402,0.7422564338871103,0.004120879120879106,0.005282479052422517,0.001988206744439669,-0.000997464598103348,0.0021433145208773485
B3.1-alpha0.75,vision_r0.2_middle,vision,0.2,middle,728,0.6332417582417582,0.6158437655827326,0.6004915793457037,0.6382867945780372,0.7420367478056397,0.004120879120879106,0.004258140875674332,0.0015415023490377155,-0.0008551783615063924,0.0019236284394067438
B3.1-alpha0.75,vision_r0.2_late,vision,0.2,late,728,0.635989010989011,0.6194239281990446,0.5998721341244303,0.6383685698653246,0.7436546337749949,0.006868131868131844,0.007838303491986331,0.0009220571277642753,-0.0007734030742189146,0.0035415144087619366
B3.1-alpha0.75,vision_r0.3_early,vision,0.3,early,728,0.6304945054945055,0.613329206802851,0.6038141726864154,0.6359449245632808,0.7402901197828153,0.0013736263736263687,0.0017435820957927284,0.004864095689749326,-0.003197048376262779,0.00017700041658241794
B3.1-alpha0.75,vision_r0.3_middle,vision,0.3,middle,728,0.6277472527472527,0.6113494858556169,0.6021741333131033,0.6371917011836168,0.7393325584106235,-0.0013736263736263687,-0.0002361388514413587,0.003224056316437296,-0.001950271755926769,-0.0007805609556094106
B3.1-alpha0.75,vision_r0.3_late,vision,0.3,late,728,0.6332417582417582,0.6166480874733797,0.6007611055930073,0.6372334109278324,0.7420949250617216,0.004120879120879106,0.005062462766321496,0.001811028596341302,-0.0019085620117111901,0.00198180569548867
B3.1-alpha0.75,vision_r0.4_early,vision,0.4,early,728,0.6318681318681318,0.6139430823026384,0.6069860750512517,0.6339855420053732,0.7404099098328953,0.0027472527472527375,0.002357457595580148,0.008035998054585658,-0.005156430934170397,0.00029679046666242215
B3.1-alpha0.75,vision_r0.4_middle,vision,0.4,middle,728,0.6291208791208791,0.6118609057706913,0.6053132719698024,0.6355917178141447,0.7394730246175857,0.0,0.0002752810636330594,0.006363194973136421,-0.00355025512539886,-0.0006400947486472353
B3.1-alpha0.75,vision_r0.4_late,vision,0.4,late,728,0.6332417582417582,0.6156224497180172,0.6026879343009748,0.6360196451448622,0.741606510370511,0.004120879120879106,0.004036825010958922,0.003737857304308756,-0.0031223277946813566,0.001493391004278033
B3.1-alpha0.75,vision_r0.5_early,vision,0.5,early,728,0.6277472527472527,0.6091529297511413,0.6097169912133652,0.6321934436362906,0.7378443514452446,-0.0013736263736263687,-0.002432694955916914,0.010766914216699175,-0.006948529303252959,-0.0022687679209882905
B3.1-alpha0.75,vision_r0.5_middle,vision,0.5,middle,728,0.6222527472527473,0.6050469960495667,0.6104785870392244,0.6321842481601663,0.7354113590522982,-0.006868131868131844,-0.006538628657491552,0.011528510042558393,-0.006957724779377283,-0.004701760313934766
B3.1-alpha0.75,vision_r0.5_late,vision,0.5,late,728,0.6291208791208791,0.6101815295704056,0.6047290397685144,0.6344669009787139,0.7389369214714723,0.0,-0.0014040951366526278,0.005778962771848417,-0.004675071960829613,-0.0011761978947606444
B3.1-alpha0.75,text+audio_r0.3_early,text+audio,0.3,early,728,0.614010989010989,0.602644114970829,0.6104444213579971,0.6231511709884349,0.731622488145759,-0.015109890109890056,-0.008941509736229203,0.011494344361331121,-0.01599080195110869,-0.008490631220473888
B3.1-alpha0.75,text+audio_r0.3_middle,text+audio,0.3,middle,728,0.5837912087912088,0.5822172721355957,0.601397210558119,0.6238155428868961,0.7194208459859749,-0.04532967032967028,-0.02936835257146253,0.0024471335614529854,-0.015326430052647444,-0.02069227338025803
B3.1-alpha0.75,text+audio_r0.3_late,text+audio,0.3,late,728,0.614010989010989,0.5985370781199104,0.6122394203883852,0.6269137053183602,0.7309912540980038,-0.015109890109890056,-0.013048546587147825,0.013289343391719166,-0.012228267621183342,-0.009121865268229112
B3.1-alpha0.75,text+vision_r0.3_early,text+vision,0.3,early,728,0.625,0.6048421152988818,0.6105821877103913,0.6234021683026666,0.7349448753746207,-0.004120879120879106,-0.0067435094081764735,0.011632110713725274,-0.015739804636876964,-0.005168243991612198
B3.1-alpha0.75,text+vision_r0.3_middle,text+vision,0.3,middle,728,0.6291208791208791,0.6152209917626479,0.6004662605022991,0.6290735847185088,0.7397002382897662,0.0,0.0036353670555896445,0.0015161835056330952,-0.01006838822103473,-0.00041288107646675343
B3.1-alpha0.75,text+vision_r0.3_late,text+vision,0.3,late,728,0.6304945054945055,0.6046496399498954,0.6129528729879594,0.6272132104931577,0.7366479846315801,0.0013736263736263687,-0.006935984757162839,0.014002795991293393,-0.011928762446385854,-0.0034651347346528194
