model,seed,category,group,accuracy,macro_f1,mae,pearson,selection_score
MulT,44,modality_location,vision/early,0.6054945054945055,0.5991175731398335,0.610529420108299,0.6426837684080884,0.73104976487175
MulT,44,modality_location,vision/middle,0.6057692307692307,0.5946870714617137,0.6142903652891598,0.6412679728772194,0.7296771402803403
MulT,44,modality_location,vision/late,0.6096153846153847,0.5963439209271626,0.6152271847849569,0.6401946660393986,0.7308796936078551
MISA,42,by_ratio,0.1,0.6213369963369964,0.6066009985618714,1.0354742426034322,0.6340901785280342,0.7181010109322449
MISA,42,by_ratio,0.2,0.6182844932844933,0.6038970566483133,1.0378048792704588,0.6321280364149494,0.716319522065468
MISA,42,by_ratio,0.3,0.6172161172161172,0.6031278151972639,1.0398429239709475,0.6287120774006316,0.7153482042796346
MISA,42,by_ratio,0.4,0.6167582417582419,0.6031982708844678,1.0381849990496397,0.6265008716301235,0.7150440288207078
MISA,42,by_ratio,0.5,0.6130952380952382,0.5996666266106541,1.040694858137574,0.619845518430899,0.7123088702246032
MISA,42,by_location,early,0.6125610500610501,0.5984687223793352,1.045727287477988,0.6246014941822218,0.7122606595712911
MISA,42,by_location,middle,0.6156898656898657,0.603515405569476,1.0219634898804055,0.6272568055931148,0.7156266064356246
MISA,42,by_location,late,0.6216422466422467,0.6057278518728082,1.0536134376304886,0.6294101878905651,0.7166182382138141
MISA,42,by_modality,text,0.6076923076923075,0.5937590688151403,1.0534446602164433,0.6135280547728517,0.7081603234644499
MISA,42,by_modality,audio,0.6208791208791207,0.6064599103053888,1.029020665248518,0.6361463086367,0.7184771853236935
MISA,42,by_modality,vision,0.6234432234432234,0.6096754816210133,1.0327358163542697,0.635091646033231,0.7196354730054517
MISA,42,double_stress,text+audio,0.6085164835164835,0.594125513820047,1.0589161891133725,0.6146572978411725,0.7083711536845553
MISA,42,double_stress,text+vision,0.6085164835164835,0.5938760399356021,1.0608925398318916,0.6138117428077141,0.7081207428876568
MISA,42,double_stress,audio+vision,0.6222527472527473,0.608798021466356,1.0320108518918685,0.6353118381326114,0.719176219784191
MISA,42,modality_rho,text/0.1,0.6204212454212454,0.6049606136533744,1.0476168489067443,0.629877267794599,0.7164294212051988
MISA,42,modality_rho,text/0.2,0.6108058608058609,0.59584104769393,1.0536484461859372,0.6243143726060629,0.7107990051096248
MISA,42,modality_rho,text/0.3,0.6085164835164835,0.594125513820047,1.0587368343501342,0.6146675241123543,0.708379905083588
MISA,42,modality_rho,text/0.4,0.6062271062271062,0.5935480875875403,1.0516387949345443,0.6088785034460721,0.707235328262148
MISA,42,modality_rho,text/0.5,0.5924908424908425,0.5803200813208095,1.0555823767048582,0.58990260590517,0.6979579576616901
MISA,42,modality_location,text/early,0.5997252747252747,0.5855037410436336,1.063855624261087,0.6073016239576768,0.7028926392593914
MISA,42,modality_location,text/middle,0.6054945054945055,0.5968201633592458,1.0056113303600616,0.6144454967569759,0.7104838822097239
MISA,42,modality_location,text/late,0.6178571428571429,0.5989533020425413,1.0908670260281823,0.6188370436039021,0.7111044489242345
MISA,42,modality_rho,audio/0.1,0.6208791208791209,0.6064599103053888,1.028837306133724,0.6361522879635092,0.718485572702661
MISA,42,modality_rho,audio/0.2,0.6208791208791209,0.6064599103053888,1.028896276783215,0.6361508314709072,0.7184829335306903
MISA,42,modality_rho,audio/0.3,0.6208791208791209,0.6064599103053888,1.0289880183918552,0.6361459714411397,0.7184785034599426
MISA,42,modality_rho,audio/0.4,0.6208791208791209,0.6064599103053888,1.029118898918685,0.6361426083992362,0.71847262972442
MISA,42,modality_rho,audio/0.5,0.6208791208791209,0.6064599103053888,1.0292628260151118,0.6361398439087074,0.7184662872007529
MISA,42,modality_location,audio/early,0.6208791208791209,0.6064599103053888,1.0290053094453229,0.6361502465114337,0.7184783173831683
MISA,42,modality_location,audio/middle,0.6208791208791209,0.6064599103053888,1.0290300755523616,0.6361460361536074,0.7184767591673134
MISA,42,modality_location,audio/late,0.6208791208791209,0.6064599103053888,1.02902661074787,0.6361426432450586,0.7184764794205986
MISA,42,modality_rho,vision/0.1,0.6227106227106227,0.6083824717268512,1.0299685727698291,0.6362409798259944,0.7193880388888749
MISA,42,modality_rho,vision/0.2,0.6231684981684982,0.6093902119456212,1.0308699148422238,0.6359189051678781,0.7196766275560886
MISA,42,modality_rho,vision/0.3,0.6222527472527473,0.608798021466356,1.0318039191708535,0.6353227366484012,0.7191862042953737
MISA,42,modality_rho,vision/0.4,0.6231684981684982,0.6095868147604743,1.0337973032956909,0.6344815030450623,0.7194241284755554
MISA,42,modality_rho,vision/0.5,0.6259157509157509,0.6122198882057638,1.0372393716927515,0.6334941054788197,0.7205023658113665
MISA,42,modality_location,vision/early,0.6225274725274725,0.6088478873427315,1.0353804507497493,0.6353395643251513,0.7191204333936221
MISA,42,modality_location,vision/middle,0.6233516483516484,0.609056140685048,1.033694973830799,0.6349876356759001,0.719404777809045
MISA,42,modality_location,vision/late,0.6244505494505495,0.6111224168352604,1.029132024482261,0.634947738098642,0.7203812078136884
MISA,43,by_ratio,0.1,0.610958485958486,0.5990145934272741,0.8923108468960257,0.6248962427218302,0.7184256815660012
MISA,43,by_ratio,0.2,0.6111111111111112,0.5991976985064091,0.8898981633995261,0.6238770236681468,0.7184827402212515
MISA,43,by_ratio,0.3,0.6106532356532357,0.5992231411760434,0.8884968670029353,0.6215788984086597,0.7181457537166133
MISA,43,by_ratio,0.4,0.6097374847374848,0.5982868955385634,0.886793404796544,0.6202384602680375,0.7175861774026607
MISA,43,by_ratio,0.5,0.6042429792429793,0.5932459312570177,0.8877558539182594,0.6146449290266552,0.7142130165067371
MISA,43,by_location,early,0.6103479853479853,0.5993364009685518,0.8869867524273138,0.6181307104839876,0.7177296540384946
MISA,43,by_location,middle,0.6110347985347987,0.6007330598306349,0.8785234098319846,0.6196086752502057,0.7187879069213013
MISA,43,by_location,late,0.6063797313797314,0.5933147366279738,0.9002722826463958,0.6236231341101632,0.7153651636554303
MISA,43,by_modality,text,0.6024725274725273,0.5911280066968543,0.888774949169953,0.6111738595385836,0.7127645764359202
MISA,43,by_modality,audio,0.6133699633699636,0.6013339300102174,0.8910202297136433,0.6255895477797416,0.7197488239127778
MISA,43,by_modality,vision,0.6121794871794872,0.6009190192361129,0.8873579027243778,0.6263779251376722,0.71959862129926
MISA,43,double_stress,text+audio,0.6076007326007327,0.596464317253834,0.8883457426305847,0.6124671180727982,0.7155602462798004
MISA,43,double_stress,text+vision,0.6076007326007327,0.5969170781265029,0.8836902944446156,0.6134516300300753,0.7159904775003759
MISA,43,double_stress,audio+vision,0.6112637362637363,0.6000190094667021,0.8868932243190951,0.6265497086832772,0.7191855156713901
MISA,43,modality_rho,text/0.1,0.6066849816849816,0.5941984798555064,0.8963692992407105,0.6229251789768713,0.7157377919555347
MISA,43,modality_rho,text/0.2,0.608058608058608,0.5955770771754797,0.8909381446309196,0.6194281618523575,0.7162150188471117
MISA,43,modality_rho,text/0.3,0.6076007326007326,0.596464317253834,0.8880639946866002,0.6125212041058405,0.7155787465315967
MISA,43,modality_rho,text/0.4,0.603021978021978,0.5922233707153788,0.8836407565678923,0.6085978859161046,0.7130677080668567
MISA,43,modality_rho,text/0.5,0.586996336996337,0.5771767884840724,0.8848625507236427,0.5923968668417448,0.703223616778502
MISA,43,modality_location,text/early,0.6049450549450549,0.5946314713446776,0.8792248450987205,0.6060587103794721,0.7140171018240872
MISA,43,modality_location,text/middle,0.6046703296703296,0.5969173289177856,0.8634482763482483,0.6088691149956101,0.7155285425069697
MISA,43,modality_location,text/late,0.5978021978021978,0.5818352198280996,0.9236517260628906,0.618593753240669,0.7087480849767042
MISA,43,modality_rho,audio/0.1,0.614010989010989,0.6020458704655488,0.8906830697006549,0.6256342661069005,0.7201067035616364
MISA,43,modality_rho,audio/0.2,0.614010989010989,0.6020458704655488,0.8907225317451353,0.6256307096272403,0.7201046147498256
MISA,43,modality_rho,audio/0.3,0.6135531135531136,0.6015373415688836,0.8908499751270718,0.625601916531453,0.719854104383303
MISA,43,modality_rho,audio/0.4,0.6126373626373627,0.6005202837755531,0.8910816131865831,0.6255743997639021,0.7193578110242758
MISA,43,modality_rho,audio/0.5,0.6126373626373627,0.6005202837755531,0.8917639588087716,0.6255064468692125,0.7193208858448484
MISA,43,modality_location,audio/early,0.6134615384615385,0.6014356357895505,0.8909702942747582,0.6256067932059092,0.7198013804520627
MISA,43,modality_location,audio/middle,0.6134615384615385,0.6014356357895505,0.8912541630677879,0.6255531023438256,0.719782841227926
MISA,43,modality_location,audio/late,0.6131868131868132,0.6011305184515514,0.8908362317983839,0.6256087477894904,0.7196622500583448
MISA,43,modality_rho,vision/0.1,0.6121794871794872,0.6007994299607671,0.8898801717467115,0.6261292830817186,0.7194325491808321
MISA,43,modality_rho,vision/0.2,0.6112637362637363,0.599970147878199,0.8880338138225232,0.6265721995248422,0.7191285870668174
MISA,43,modality_rho,vision/0.3,0.6108058608058609,0.5996677647054126,0.8865766311951336,0.6266135745886855,0.7190044102349401
MISA,43,modality_rho,vision/0.4,0.6135531135531136,0.6021170321247582,0.8856578446351565,0.6265430951241061,0.7203330131168497
MISA,43,modality_rho,vision/0.5,0.6130952380952381,0.6020407215114278,0.8866410522223638,0.6260314733690084,0.7200945468968607
MISA,43,modality_location,vision/early,0.614010989010989,0.602620167262389,0.8911583883769728,0.6258761961118822,0.7202607140666226
MISA,43,modality_location,vision/middle,0.612912087912088,0.6012578944686175,0.887907253656086,0.626351286466748,0.7198402708345164
MISA,43,modality_location,vision/late,0.6096153846153847,0.5988789959773323,0.8830080661400743,0.6269062928343864,0.7186948789966411
MISA,44,by_ratio,0.1,0.6027167277167277,0.5921751457236716,0.8389654853477874,0.6173856199408391,0.7159392756298802
MISA,44,by_ratio,0.2,0.6005799755799754,0.5900398221456205,0.8411906055221391,0.615911375902622,0.7145942628558042
MISA,44,by_ratio,0.3,0.5993589743589743,0.5885975764644095,0.8427983657019134,0.6133543457469955,0.7135418323533073
MISA,44,by_ratio,0.4,0.5970695970695971,0.5864804305108957,0.8452459772530219,0.6111307252631817,0.7120602651674782
MISA,44,by_ratio,0.5,0.5911172161172161,0.5801799054761893,0.8506251750491169,0.6046981072445216,0.7079688281768699
MISA,44,by_location,early,0.598137973137973,0.5853276361612503,0.8519192654923768,0.6085608799327978,0.7114398762542232
MISA,44,by_location,middle,0.5947039072039072,0.5857546377426449,0.8342370240771699,0.6115514204238685,0.7117986877864062
MISA,44,by_location,late,0.6003510378510379,0.5895966304931468,0.8493190116814185,0.6150541981732884,0.7139803997043148
MISA,44,by_modality,text,0.5861721611721611,0.5749815240052047,0.8574571630900432,0.6004209337849441,0.704613656222041
MISA,44,by_modality,audio,0.604304029304029,0.5944101971687744,0.8338168495740645,0.618710471732792,0.7172749968525473
MISA,44,by_modality,vision,0.6040293040293039,0.5930920070184927,0.8400213526602794,0.6183566989411599,0.7165740254354159
MISA,44,double_stress,text+audio,0.5897435897435898,0.5781838910189329,0.8559338310324064,0.6025814306128402,0.7066406393908853
MISA,44,double_stress,text+vision,0.592032967032967,0.5795462075312134,0.8608019586700277,0.6024512047846291,0.707334445961206
MISA,44,double_stress,audio+vision,0.6048534798534799,0.5939246868697464,0.8396391911814227,0.6185258334877788,0.717025304567553
MISA,44,modality_rho,text/0.1,0.5993589743589743,0.587780746509753,0.8483168463130574,0.6143354514692788,0.7132303263877977
MISA,44,modality_rho,text/0.2,0.592032967032967,0.580588111427815,0.8527595438608975,0.6100277639802103,0.708877092451851
MISA,44,modality_rho,text/0.3,0.5892857142857143,0.5778049407172164,0.8555882874016578,0.6026939833502806,0.7064598996944487
MISA,44,modality_rho,text/0.4,0.5828754578754579,0.5723744105624738,0.859294408253452,0.5966902148817338,0.7025948102924725
MISA,44,modality_rho,text/0.5,0.5673076923076923,0.5563594108087649,0.8713267296211514,0.5783572552432169,0.6919061522836352
MISA,44,modality_location,text/early,0.5848901098901099,0.5690943116723443,0.8714808085257864,0.5928877768168197,0.7012953771374749
MISA,44,modality_location,text/middle,0.5802197802197803,0.5739361748236961,0.8296318867028906,0.6000476577202778,0.7039769506966167
MISA,44,modality_location,text/late,0.5934065934065934,0.5819140855195736,0.8712587940414528,0.6083273668177347,0.7085686408320314
MISA,44,modality_rho,audio/0.1,0.6043956043956044,0.5945552154955883,0.8333852153728569,0.6188061387504841,0.7173640883427396
MISA,44,modality_rho,audio/0.2,0.6043956043956044,0.5945163858381306,0.8334451730605283,0.6187878987423143,0.7173496026903676
MISA,44,modality_rho,audio/0.3,0.6039377289377289,0.5940631018062656,0.83362409698985,0.6187339685757722,0.717107616383393
MISA,44,modality_rho,audio/0.4,0.6043956043956044,0.5944775561806728,0.8339303057988757,0.6186799060382725,0.7173061823239002
MISA,44,modality_rho,audio/0.5,0.6043956043956044,0.594438726523215,0.834699456648212,0.6185444465571169,0.7172474945223357
MISA,44,modality_location,audio/early,0.6043956043956044,0.5945319177011137,0.833654424191995,0.6187329190589278,0.7173378943985457
MISA,44,modality_location,audio/middle,0.6041208791208791,0.5942366494875201,0.834143206137386,0.6186443306896633,0.7171639565659166
MISA,44,modality_location,audio/late,0.6043956043956044,0.5944620243176897,0.8336529183928129,0.6187541654497849,0.7173231395931794
MISA,44,modality_rho,vision/0.1,0.6043956043956044,0.5941894751656731,0.8351943943574479,0.619015269602754,0.7172234121591033
MISA,44,modality_rho,vision/0.2,0.6053113553113553,0.5950149691709159,0.8373670996449915,0.6189184649853414,0.7175560934251942
MISA,44,modality_rho,vision/0.3,0.6048534798534798,0.5939246868697464,0.8391827127142322,0.6186350853149339,0.7170579809820803
MISA,44,modality_rho,vision/0.4,0.6039377289377289,0.5925893247895405,0.8425132177067381,0.6180220548695391,0.7162798028860623
MISA,44,modality_rho,vision/0.5,0.6016483516483516,0.5897415790965878,0.8458493388779871,0.6171926199332307,0.7147528377246392
MISA,44,modality_location,vision/early,0.6076923076923076,0.5963762402555253,0.8417294466622419,0.6186845653798476,0.7182806473818458
MISA,44,modality_location,vision/middle,0.6019230769230769,0.5907446174780439,0.8404776687825938,0.6182160132335139,0.715424022388528
MISA,44,modality_location,vision/late,0.6024725274725274,0.5921551633219091,0.8378569425360023,0.6181695182101179,0.7160174065358739
